"eir","Access","Resistance_Level","Dosage","Fitness","IC50_S","half_life","MKR","Diagnostic","Dosage_2","seed","seasonality","scenario_name","Indicator","Treated_1","Treated_2","Treated_5","Treated_10","Treated_15","Treated_20","Treated_30","Treated_40","Treated_90","Treated_Total","Treated_infect_1","Treated_infect2","Treated_infect5","Treated_infect10","Treated_infect15","Treated_infect20","Treated_infect30","Treated_infect40","Treated_infect90","Treated_infectTotal"
150,0.1,1,1,1,0.01,21,3.45,20,30,1,"sesonality1","scenario_11_1.txt",NA,0.0670263651229357,0.0887531968917573,0.0596765250658505,0.0295648500808654,0.0156231414549458,0.00898718780746775,0.00460115496605824,0.00269604580239377,0.00151269635090876,0.0206612021857924,0.109697736780259,0.111345213323497,0.0693157220540408,0.0321761745722647,0.0166164667457539,0.00956335829507711,0.00503683786816405,0.00323103769541175,0.00207555946046807,0.0241307163530604
250,0.1,1,1,1,0.01,21,3.45,20,30,1,"sesonality1","scenario_12_1.txt",NA,0.0722038559349392,0.0942912227349164,0.0623845261747065,0.0297299460135707,0.0141971386856545,0.00798175174132211,0.00415636820930676,0.00259482134653713,0.00137786972447511,0.0210185792349727,0.111411287584319,0.114649970753112,0.0710891750176841,0.0320914735441009,0.0150661359854741,0.00852921119157558,0.00462404877475594,0.00315117403670425,0.00183178539327294,0.0243900822934208
5,0.3,1,1,1,0.01,21,3.45,20,30,1,"sesonality1","scenario_13_1.txt",NA,0.0270430126831151,0.0524953765186465,0.0608277372460638,0.0626470898301825,0.0607634087505791,0.0546707947616981,0.0445426335934129,0.028123653446516,0.0144070276273784,0.0442562841530055,0.21493047915916,0.240320711498113,0.249024028382816,0.191002720296638,0.140911640039781,0.106147948617857,0.0754135891925385,0.0439163299497912,0.0218258977730923,0.0936931227359738
10,0.3,1,1,1,0.01,21,3.45,20,30,1,"sesonality1","scenario_14_1.txt",NA,0.0448173611139789,0.0820047500344711,0.0864687439452211,0.0786283137542462,0.0667608369945277,0.0551482581970118,0.0410325453120761,0.0255214799872306,0.0123836092950372,0.0504360655737705,0.212307599228608,0.24888016746535,0.234941753433433,0.163673649423232,0.111706241440947,0.081795331430592,0.0553496091619756,0.0328372344471504,0.0159699010672269,0.0824946621531699
15,0.3,1,1,1,0.01,21,3.45,20,30,1,"sesonality1","scenario_15_1.txt",NA,0.0558587061713628,0.0994838953820759,0.100014723671528,0.0847931845829317,0.067088479140604,0.0536254023559344,0.0378874838325285,0.0227360058972669,0.00958948623740462,0.0523327868852459,0.216394335558404,0.257959899195434,0.228683993956919,0.152836766893513,0.100973611416734,0.0732312328349357,0.0476762669155023,0.0276180098004344,0.0119056676740482,0.078518152231331
20,0.3,1,1,1,0.01,21,3.45,20,30,1,"sesonality1","scenario_16_1.txt",NA,0.0659872376931032,0.111956422450549,0.109538613889632,0.0891536032331348,0.0669371282478092,0.0505489519880196,0.0348565086671736,0.0198875633924742,0.00875624233517135,0.0534846994535519,0.219674964329713,0.261153845427793,0.22500558111495,0.146314685385544,0.0938132754091079,0.0652912535023913,0.0423298255008843,0.0235042476135359,0.0108478247787389,0.0762937300989752
25,0.3,1,1,1,0.01,21,3.45,20,30,1,"sesonality1","scenario_17_1.txt",NA,0.0721633342682127,0.120351990918844,0.116775614770511,0.0911431226843034,0.067316672382023,0.049580058642037,0.0332306358328484,0.0185863408758987,0.00803812716933449,0.0544617486338798,0.217449425315976,0.260482816641244,0.222504908829694,0.142686038627117,0.0908037312627264,0.0619619730075587,0.0394102408204844,0.0216687338537278,0.00984537121651945,0.0752299480252113
30,0.3,1,1,1,0.01,21,3.45,20,30,1,"sesonality1","scenario_18_1.txt",NA,0.0781537372694182,0.12830323104217,0.11970360325744,0.0931186657160471,0.0667743715813407,0.0494695228266029,0.0315055395616833,0.0168427920781471,0.00761423013609506,0.0549699453551913,0.219276485566991,0.261192394338219,0.216749091450953,0.14055473629008,0.0881993731946074,0.0609447869818463,0.0368900782071528,0.0194682748627636,0.00944063228214774,0.0746407758705106
40,0.3,1,1,1,0.01,21,3.45,20,30,1,"sesonality1","scenario_19_1.txt",NA,0.089234087980734,0.139250868349353,0.126199265353151,0.0938060740613206,0.0643585691293108,0.0459837067916285,0.0296628120169762,0.0158462510099923,0.00705859056357995,0.0554699453551913,0.222549693294244,0.263453337787902,0.214385124198912,0.134231236320141,0.0815167254788029,0.0548518749521271,0.0340894468447303,0.0182791441436943,0.0090172498597467,0.0734924717065644
50,0.3,1,1,1,0.01,21,3.45,20,30,1,"sesonality1","scenario_20_1.txt",NA,0.0927593162172792,0.145528272216413,0.133250468086351,0.0945840958960729,0.0630455020555764,0.044296696998822,0.0271257861558347,0.0147119887322604,0.00638756328726501,0.0556273224043716,0.218940081469422,0.261757731376518,0.217097611293803,0.131095891746258,0.0783541436196262,0.0522037291583944,0.0311536896366087,0.0169796656904015,0.00833230778242358,0.0729097243471446
75,0.3,1,1,1,0.01,21,3.45,20,30,1,"sesonality1","scenario_21_1.txt",NA,0.103834323802623,0.157062505465648,0.136617131637977,0.0946165179638427,0.061387163726085,0.040961951822832,0.0245136629306693,0.0128910864585555,0.00626088091385058,0.0557098360655738,0.220600264710221,0.265235038857241,0.210139220295265,0.1259765916437,0.0740035369843409,0.0472890956230533,0.0277442023828555,0.0151128871661834,0.00855132867211057,0.0719433487038922
100,0.3,1,1,1,0.01,21,3.45,20,30,1,"sesonality1","scenario_22_1.txt",NA,0.109241051823809,0.163654027687339,0.140866066536379,0.0946335071907446,0.0592242733091495,0.039404823979106,0.0234454107967989,0.0121819243355713,0.00627417028870128,0.0559355191256831,0.215461018660671,0.26188560299933,0.207709260451953,0.121702450601388,0.0700064087325537,0.0450197426958952,0.0266966589080649,0.0146475978301135,0.00878141677538222,0.0716378370541269
