"Survey","nHost","nInfect","nExpectd","nPatent","nTransmit","nTreatments1","nUncomp","innoculationsPerAgeGroup","innoculationsPerAgeGroup_2","Vector_Nv","Vector_Nv_2","inputEIR","simulatedEIR","nMDAs","nMassScreenings","nTreatDiagnostics","nInfectByGenotype","nInfectByGenotype_2","nPatentByGenotype","nPatentByGenotype_2","nHostDrugConcNonZero","nHostDrugConcNonZero_2","nHostDrugConcNonZero_3","sumLogDrugConcNonZero","sumLogDrugConcNonZero_2","sumLogDrugConcNonZero_3","Inoculation_S","Inoculation_R","Infection_S","Infection_R","Patent_S","Patent_R"
470,1e+05,47031,94839.3,7850,0.0053912,617,2337,66.2692,12690.5,321110,1748980,0.429892,0.0281802,0,0,709,412,46823,25,5417,238,0,99538,-4232.45,0,-338568,0.00519482628877537,0.994805173711225,0.00872234571821742,0.991277654281783,0.00459389930172731,0.995406100698273
471,1e+05,51732,94881.5,12466,0.00888811,1151,3915,127.311,27441.9,485092,2599740,0.574138,0.0609014,0,0,1284,422,51539,44,9097,440,0,99538,-7511.92,0,-338568,0.00461786882475527,0.995382131175245,0.00812147572217625,0.991878524277824,0.00481347773766546,0.995186522262335
472,1e+05,62535,95301.9,21091,0.0162333,2119,7241,380.319,67539.7,630876,3508040,0.861135,0.150038,0,0,2402,553,62343,74,15861,880,0,99538,-15667.6,0,-338568,0.00559951256786309,0.994400487432137,0.00879229203764945,0.991207707962351,0.00464386570442422,0.995356134295576
473,1e+05,75572,96142.7,34226,0.0294099,3863,12676,694.239,156508,412695,2616990,1.09617,0.34727,0,0,4444,718,75417,142,26680,1565,0,99538,-26125.5,0,-338568,0.00441621572578238,0.995583784274218,0.00943061666776121,0.990569383332239,0.00529416150920886,0.994705838490791
474,1e+05,83471,96838.9,46301,0.0462781,6019,18474,1054.26,207864,111470,877110,0.727517,0.461522,0,0,7076,925,83343,211,36517,2451,0,99538,-42729.7,0,-338569,0.00504627982254878,0.994953720177451,0.0109768832771633,0.989023116722837,0.00574493574384666,0.994255064256153
475,1e+05,85849,96976.2,51134,0.0556922,6814,20212,538.425,124830,19371.8,178016,0.206772,0.276959,0,0,8301,938,85742,233,40030,2701,0,99538,-49134.7,0,-338569,0.00429474167837715,0.995705258321623,0.0108214120904476,0.989178587909552,0.00578695079849986,0.9942130492015
476,1e+05,83888,96677.9,46285,0.049897,5911,17375,169.787,37668.3,5364.87,41879.7,0.036287,0.0835899,0,0,7262,839,83780,145,34067,2268,0,99538,-40726.7,0,-338569,0.00448719830894199,0.995512801691058,0.00991503090322504,0.990084969096775,0.00423827896644452,0.995761721033555
477,1e+05,78989,96259.4,31950,0.0307252,3498,10613,37.6653,8647.03,5055.87,28456.1,0.00981114,0.0191856,0,0,4284,685,78853,88,21192,1181,0,99538,-21286.4,0,-338570,0.00433697426321911,0.995663025736781,0.00861223566094194,0.991387764339058,0.00413533834586466,0.995864661654135
478,1e+05,71642,95868,16268,0.012205,1310,4379,11.1055,3077.85,14493,70921,0.00933552,0.00682368,0,0,1625,533,71510,32,9496,417,0,99538,-8255.08,0,-338570,0.00359522822520428,0.996404771774796,0.00739835931318796,0.992601640686812,0.00335852225020991,0.99664147774979
479,1e+05,62644,95524.3,7815,0.00436537,510,1667,9.06418,2674.8,56701.3,275061,0.0273067,0.00592877,0,0,617,389,62513,14,4043,162,0,99538,-3196.39,0,-338570,0.00337728714722069,0.996622712852779,0.00618422307716766,0.993815776922832,0.00345082573330047,0.9965491742667
480,1e+05,54086,95225.8,5091,0.00258743,319,1087,17.5793,3613.96,148858,759854,0.103665,0.00802217,0,0,368,284,53955,10,2925,117,0,99538,-2229.33,0,-338571,0.0048407296597341,0.995159270340266,0.00523608473607552,0.994763915263924,0.00340715502555366,0.996592844974446
481,1e+05,48208,94978.8,5143,0.00300624,375,1297,27.0033,5900.23,231722,1251660,0.263363,0.0130934,0,0,418,259,48076,11,3322,160,0,99538,-2769.25,0,-338571,0.00455580177685936,0.995444198223141,0.0053584359160029,0.994641564083997,0.0033003300330033,0.996699669966997
482,1e+05,46228,94812.8,7107,0.00456324,503,2019,41.158,10986.5,303784,1659210,0.410246,0.0243604,0,0,572,241,46115,23,4992,213,0,99538,-3766.68,0,-338571,0.0037322521246125,0.996267747875388,0.00519889550435758,0.994801104495642,0.00458624127617149,0.995413758723829
483,1e+05,49603,94800,11032,0.00774991,978,3447,105.039,22491.5,451328,2420550,0.542771,0.0499165,0,0,1089,282,49479,25,8062,356,0,99538,-6123.56,0,-338571,0.00464845523467112,0.995351544765329,0.00566708868390909,0.994332911316091,0.00309138122913318,0.996908618770867
484,1e+05,59505,95131.2,18569,0.0140614,1781,6234,236.832,55516.7,624952,3433450,0.803445,0.123163,0,0,1999,371,59367,71,13907,728,0,99538,-13089.5,0,-338571,0.00424783850465294,0.995752161495347,0.00621045230841341,0.993789547691587,0.00507941050221777,0.994920589497782
485,1e+05,72750,95921.8,31293,0.0262776,3398,11347,593.553,134442,472109,2908080,1.08888,0.2983,0,0,3879,556,72599,102,24079,1342,0,99538,-23487.3,0,-338571,0.00439553130130107,0.995604468698699,0.0076003007313239,0.992399699268676,0.00421818783342294,0.995781812166577
486,1e+05,82197,96697,44308,0.0432771,5735,17532,859.972,203682,145796,1104240,0.826773,0.451855,0,0,6710,705,82096,166,34723,2364,0,99538,-41298.5,0,-338571,0.00420437913838046,0.99579562086162,0.00851438992282702,0.991485610077173,0.00475794663074321,0.995242053369257
487,1e+05,85523,96946.8,50739,0.0546078,6821,20386,524.032,142005,25799.2,234808,0.268456,0.31487,0,0,8188,762,85440,178,39686,2753,0,99538,-48654.1,0,-338572,0.00367666848393386,0.996323331516066,0.008839702095079,0.991160297904921,0.0044651816174995,0.9955348183825
488,1e+05,84181,96702.7,47683,0.0515415,6110,18055,189.448,47165.7,6178.26,50794.1,0.0484433,0.104616,0,0,7544,689,84102,140,35643,2314,0,99538,-42114.3,0,-338572,0.00400057877551138,0.995999421224489,0.00812586241464306,0.991874137585357,0.00391247240309644,0.996087527596904
489,1e+05,79654,96290.9,34778,0.0339633,3732,11529,37.5709,10906.7,4654.5,27382.7,0.0113345,0.0241775,0,0,4628,561,79568,83,23624,1325,0,99538,-24960.4,0,-338572,0.00343292854711774,0.996567071452882,0.00700121054799136,0.992998789452009,0.00350107563166997,0.99649892436833
490,1e+05,72708,95893.9,18602,0.0144025,1671,5186,10.2412,3395.99,11609.8,57457.4,0.00855364,0.00752464,0,0,2015,427,72592,32,10860,511,0,99538,-9204.46,0,-338572,0.00300660741995435,0.996993392580046,0.00584779304016763,0.994152206959832,0.00293793609988983,0.99706206390011
491,1e+05,63787,95543.5,8670,0.0050738,567,1976,7.18627,2591.93,45836,221458,0.0218706,0.0057416,0,0,668,308,63675,9,4615,184,0,99538,-3550.22,0,-338572,0.00276488977540047,0.997235110224599,0.00481377865995655,0.995186221340043,0.00194636678200692,0.998053633217993
492,1e+05,54990,95239.1,5247,0.00283152,322,1091,8.49273,3416.93,132032,666924,0.0844155,0.00756687,0,0,360,231,54891,7,2954,116,0,99538,-1923.8,0,-338573,0.00247932318706836,0.997520676812932,0.00419070425601393,0.995809295743986,0.00236406619385343,0.997635933806147
493,1e+05,48670,94985.5,5119,0.00297301,335,1211,18.0698,5562.14,220486,1182420,0.234297,0.0123268,0,0,383,188,48575,4,3344,122,0,99538,-2354.62,0,-338574,0.00323819366074731,0.996761806339253,0.00385538215450239,0.996144617845498,0.001194743130227,0.998805256869773
494,1e+05,46357,94809.2,6855,0.00428508,509,1925,17.7371,10272.1,288776,1580090,0.389757,0.0227307,0,0,583,164,46275,15,4789,196,0,99538,-3607.24,0,-338574,0.00172374934876277,0.998276250651237,0.00353151445982902,0.996468485540171,0.00312239800166528,0.996877601998335
495,1e+05,48949,94772.2,10736,0.00753703,979,3360,53.7664,20504.9,419482,2254250,0.515405,0.0454146,0,0,1091,173,48866,8,7673,381,0,99538,-6566.29,0,-338574,0.00261526691244915,0.997384733087551,0.00352780440057913,0.996472195599421,0.00104153105064445,0.998958468949356
496,1e+05,58070,95053.4,17560,0.0130652,1679,5799,90.5664,49773.7,608358,3310770,0.748356,0.110153,0,0,1896,205,57994,34,13061,688,0,99538,-12086.9,0,-338574,0.00181625854622018,0.99818374145378,0.00352239729204969,0.99647760270795,0.00259641084383352,0.997403589156166
497,1e+05,71124,95796.1,29589,0.0242924,3240,10745,224.503,121672,525989,3156100,1.06372,0.269275,0,0,3700,260,71063,45,22746,1296,0,99538,-22559.5,0,-338574,0.00184175094834345,0.998158249051657,0.0036453878832915,0.996354612116709,0.00197446360405423,0.998025536395946
498,1e+05,81350,96625.9,42873,0.0411639,5391,16771,500.297,204811,187527,1366940,0.916535,0.453558,0,0,6383,391,81292,80,33571,2173,0,99538,-38322.1,0,-338574,0.00243677287762689,0.997563227122373,0.00478679774249232,0.995213202257508,0.00237734391251374,0.997622656087486
499,1e+05,85599,96973.8,50761,0.0540149,6789,20373,298.355,162713,34643.9,309622,0.342382,0.360116,0,0,8188,433,85553,115,39759,2729,0,99538,-49298.2,0,-338575,0.00183027127159332,0.998169728728407,0.0050357034866141,0.994964296513386,0.0028840848673321,0.997115915132668
500,1e+05,85052,96787,49194,0.0532956,6348,18855,136.774,59533.7,7360.87,63219.2,0.0651165,0.131822,0,0,7798,436,85016,92,37423,2487,0,99538,-45016.5,0,-338575,0.00229215541341267,0.997707844586587,0.00510227964237233,0.994897720357628,0.00245235239237638,0.997547647607624
501,1e+05,81007,96382.5,37794,0.0376617,4265,13145,29.146,14018.5,4438.86,27470.8,0.0135586,0.0310336,0,0,5254,369,80965,61,26149,1457,0,99538,-27542.4,0,-338575,0.00207479601920493,0.997925203980795,0.00453684805862247,0.995463151941378,0.00232735597100343,0.997672644028997
502,1e+05,74536,95977.4,21082,0.0170162,2000,6133,7.76275,3919.23,9419.6,47333.4,0.00812621,0.00867502,0,0,2440,279,74480,24,12605,649,0,99538,-12746.4,0,-338575,0.00197676708213938,0.998023232917861,0.00373199213472625,0.996268007865274,0.00190038799588249,0.998099612004117
503,1e+05,65838,95618.1,9839,0.00604275,706,2286,4.91518,2572.7,36677.2,176821,0.0177113,0.00569404,0,0,847,207,65778,5,5319,218,0,99538,-4190.93,0,-338575,0.00190687114125391,0.998093128858746,0.00313707660832007,0.99686292339168,0.000939143501126972,0.999060856498873
504,1e+05,56812,95305.1,5473,0.00286029,321,1122,4.13399,3209.58,115192,576052,0.0680155,0.00709918,0,0,370,162,56742,3,3055,111,0,99538,-1936.4,0,-338575,0.00128635902661643,0.998713640973384,0.0028469000421763,0.997153099957824,0.000981033355134075,0.999018966644866
505,1e+05,49966,95039.6,5008,0.00277387,351,1151,11.2295,4944.24,208361,1107980,0.205264,0.0109467,0,0,402,139,49901,3,3132,145,0,99538,-2692.08,0,-338575,0.00226608195247696,0.997733918047523,0.00277777777777778,0.997222222222222,0.000956937799043062,0.999043062200957
506,1e+05,46768,94843.7,6259,0.00377095,478,1669,19.4255,8984.78,275634,1508990,0.367881,0.0198905,0,0,534,132,46698,13,4253,190,0,99538,-3498.2,0,-338575,0.00215738079278622,0.997842619207214,0.00281870595771941,0.997181294042281,0.00304735114861697,0.996952648851383
507,1e+05,48084,94763.7,9788,0.00652357,836,2959,46.9704,17180.2,390302,2103590,0.491286,0.0380555,0,0,927,143,48009,9,6948,333,0,99538,-5694.14,0,-338576,0.00272653017932649,0.997273469820674,0.00296976241900648,0.997030237580994,0.00129366106080207,0.998706338939198
508,1e+05,55739,94960.1,15648,0.0114924,1459,5152,79.2272,41018.4,583534,3153410,0.69732,0.0907861,0,0,1652,170,55662,33,11542,586,0,99538,-10647.5,0,-338576,0.00192778039506865,0.998072219604931,0.00304484883221092,0.996955151167789,0.00285097192224622,0.997149028077754
509,1e+05,68362,95617.6,26725,0.02121,2849,9411,270.426,102976,570904,3346580,1.02434,0.228077,0,0,3283,259,68286,34,20373,1165,0,99538,-20535.7,0,-338576,0.00261922867916028,0.99738077132084,0.00377853964548837,0.996221460354512,0.00166609496741314,0.998333905032587
510,1e+05,79539,96472.5,40394,0.0371212,4909,15534,433.802,190479,236511,1660500,0.991585,0.421741,0,0,5704,350,79477,78,31501,1949,0,99538,-33861.4,0,-338576,0.00227225202006097,0.997727747979939,0.00438448144111641,0.995615518558884,0.00246999588334019,0.99753000411666
511,1e+05,84806,96919.9,49635,0.0515153,6611,19839,346.869,174574,46681.8,406819,0.4279,0.386424,0,0,7888,408,84747,95,38793,2580,0,99538,-44970.4,0,-338576,0.00198300524107275,0.998016994758927,0.00479126299101638,0.995208737008984,0.00244291298086813,0.997557087019132
512,1e+05,84852,96808.2,49691,0.0535395,6354,19338,164.098,72224.1,9043.96,80332,0.0876874,0.159916,0,0,7771,409,84800,101,38055,2484,0,99538,-43502.2,0,-338576,0.00226691649376325,0.997733083506237,0.0047999624452816,0.995200037554718,0.00264702799035538,0.997352972009645
513,1e+05,81305,96422,39971,0.0405985,4566,14039,36.4024,17768.1,4393.75,28755,0.016734,0.0393326,0,0,5617,349,81255,55,28207,1694,0,99538,-31745.5,0,-338576,0.0020445614924908,0.997955438507509,0.00427675113965002,0.99572324886035,0.00194607600311372,0.998053923996886
514,1e+05,75004,96012.1,23407,0.0198546,2194,6995,9.43465,4573.55,7775.13,39851.1,0.00802331,0.0101242,0,0,2692,266,74948,30,14445,724,0,99538,-14327.5,0,-338577,0.00205862570366671,0.997941374296333,0.00353657563751429,0.996463424362486,0.00207253886010363,0.997927461139896
515,1e+05,66596,95645.9,10978,0.00709146,806,2618,5.47817,2571.45,29136.2,140453,0.0145702,0.00569258,0,0,979,210,66534,14,5951,284,0,99538,-5275.25,0,-338577,0.0021258528133518,0.997874147186648,0.00314635023372887,0.996853649766271,0.00234702430846605,0.997652975691534
516,1e+05,57429,95326.1,5837,0.0030779,354,1217,7.64508,2987.42,98826,489634,0.0543603,0.00661618,0,0,416,162,57368,3,3142,125,0,99538,-2144.82,0,-338577,0.00255255889130796,0.997447441108692,0.00281592212758561,0.997184077872414,0.00095389507154213,0.999046104928458
517,1e+05,50089,95053.2,4855,0.00270543,309,1159,7.97473,4557.8,195127,1027850,0.177028,0.0100859,0,0,359,121,50038,6,2948,114,0,99538,-1979.41,0,-338577,0.00174663238367873,0.998253367616321,0.0024123287944337,0.997587671205566,0.002031144211239,0.997968855788761
518,1e+05,46176,94845.6,5987,0.00359014,462,1612,17.3594,8192.17,263865,1443200,0.344277,0.0181351,0,0,516,112,46119,5,3925,174,0,99538,-2908.69,0,-338577,0.00211454264357711,0.997885457356423,0.00242261685881768,0.997577383141182,0.00127226463104326,0.998727735368957
519,1e+05,46909,94745.3,8827,0.00601088,720,2636,27.3781,15561.3,364161,1969550,0.469575,0.0344359,0,0,813,108,46869,15,6322,274,0,99538,-4518.74,0,-338577,0.00175628105374759,0.998243718946252,0.00229899738169743,0.997701002618303,0.00236705065488401,0.997632949345116
520,1e+05,53558,94883.9,14491,0.0105182,1356,4762,71.3375,35340.2,553108,2974780,0.651148,0.0782248,0,0,1517,141,53511,18,10770,505,0,99538,-8221.73,0,-338577,0.0020145270450344,0.997985472954966,0.00262804741668531,0.997371952583315,0.00166852057842047,0.99833147942158
521,1e+05,66129,95473.7,24754,0.0193779,2602,8590,118.848,90208.5,604179,3469980,0.974842,0.199536,0,0,2958,174,66084,37,18830,1065,0,99538,-18029,0,-338578,0.00131574769581412,0.998684252304186,0.00262609798062121,0.997373902019379,0.00196109609370859,0.998038903906291
522,1e+05,78226,96350.3,38384,0.0345048,4614,14639,264.435,181436,291781,1975990,1.04785,0.401393,0,0,5349,227,78190,43,30079,1866,0,99538,-32548.8,0,-338578,0.00145533498585185,0.998544665014148,0.00289478046852086,0.997105219531479,0.00142752805258615,0.998572471947414
523,1e+05,84472,96893.8,48681,0.0499688,6491,19333,300.747,188681,62828.9,531015,0.523046,0.41749,0,0,7709,291,84433,60,38401,2620,0,99538,-46019.1,0,-338579,0.00159140766118539,0.998408592338815,0.00343468202634437,0.996565317973656,0.00156002184030576,0.998439978159694
524,1e+05,85166,96860.1,50331,0.0543446,6606,19756,116.004,87943.8,11415.3,103706,0.117733,0.194538,0,0,8047,293,85136,81,38812,2510,0,99538,-44687.2,0,-338579,0.00131733202585825,0.998682667974142,0.00342974868019057,0.996570251319809,0.00208263697837657,0.997917363021623
525,1e+05,82094,96493.7,41897,0.043089,5003,15039,31.1571,22817.2,4519.21,31379.5,0.0212183,0.0504757,0,0,6203,243,82070,42,30100,1838,0,99538,-33143.4,0,-338579,0.00136364727947989,0.99863635272052,0.00295214607656142,0.997047853923439,0.0013934045517882,0.998606595448212
526,1e+05,76315,96080.3,26062,0.0231706,2567,8145,6.9385,5504.49,6557.42,34462.6,0.00824396,0.0121753,0,0,3170,191,76281,16,16556,906,0,99538,-16692,0,-338580,0.00125892951346461,0.998741070486535,0.00249764619730097,0.997502353802699,0.000965483948829351,0.999034516051171
527,1e+05,68150,95706.3,12523,0.00808611,907,2936,2.49765,2638.98,23056.3,111395,0.0122334,0.00583519,0,0,1122,147,68108,9,6881,288,0,99538,-5876.63,0,-338580,0.000945550305905485,0.999054449694095,0.00215368837447806,0.997846311625522,0.00130624092888244,0.998693759071118
528,1e+05,59068,95378.2,6329,0.00323492,392,1306,3.53761,2774.08,83391.3,409740,0.0432262,0.00613585,0,0,458,114,59025,4,3505,121,0,99538,-2233.04,0,-338580,0.00127361303703716,0.998726386962963,0.00192766194896769,0.998072338051032,0.00113992590481619,0.998860074095184
529,1e+05,51177,95095.3,4771,0.00263893,324,1082,7.27653,4077.11,180714,942296,0.150309,0.00902251,0,0,362,89,51139,7,2851,127,0,99538,-2296.05,0,-338580,0.00178154783993962,0.99821845216006,0.00173733114702897,0.998262668852971,0.00244926522043387,0.997550734779566
530,1e+05,46527,94873.4,5635,0.00336002,382,1395,14.0752,7275.61,252958,1380030,0.318846,0.0161031,0,0,432,82,46492,4,3747,141,0,99538,-2527.5,0,-338580,0.00193083783645417,0.998069162163546,0.00176063898312363,0.998239361016876,0.00106638229805385,0.998933617701946
531,1e+05,46369,94747.1,8236,0.00556923,666,2474,21.5425,13632.2,341141,1851780,0.449399,0.0301615,0,0,749,85,46327,9,5859,296,0,99538,-5194.31,0,-338580,0.00157777254111831,0.998422227458882,0.00183142290786865,0.998168577092131,0.00153374233128834,0.998466257668712
532,1e+05,51826,94833.3,13071,0.00940929,1216,4185,88.4373,30518,519579,2786940,0.610127,0.0676107,0,0,1365,130,51770,18,9619,478,0,99538,-8662.17,0,-338580,0.00288949998110365,0.997110500018896,0.00250481695568401,0.997495183044316,0.00186780118294075,0.998132198817059
533,1e+05,63780,95331.1,22440,0.0173186,2316,7676,126.265,76258.7,624262,3522890,0.919244,0.168739,0,0,2604,170,63733,35,16963,919,0,99538,-15629.1,0,-338580,0.00165300854690449,0.998346991453095,0.00266028198989093,0.997339718010109,0.00205906577244382,0.997940934227556
534,1e+05,76391,96198.5,35941,0.0312814,4215,13625,455.118,165935,351438,2300290,1.0829,0.367573,0,0,4862,309,76334,52,27941,1696,0,99538,-29229.8,0,-338580,0.0027352465727562,0.997264753427244,0.0040316793444933,0.995968320655507,0.0018576072589576,0.998142392741042
535,1e+05,83794,96831.3,47274,0.0475555,6156,18807,319.014,196906,84092.1,686611,0.624456,0.435701,0,0,7327,335,83763,105,37228,2505,0,99538,-44745.6,0,-338580,0.00161751287795573,0.998382487122044,0.00398344788223263,0.996016552117767,0.00281252511183136,0.997187474888169
536,1e+05,85466,96888.2,50992,0.0546671,6705,20123,184.41,104418,14737.7,135395,0.156914,0.23108,0,0,8181,348,85433,83,39612,2649,0,99538,-47431.2,0,-338580,0.00176296129314803,0.998237038706852,0.00405684242431308,0.995943157575687,0.00209094344375866,0.997909056556241
537,1e+05,82843,96553.9,44107,0.0460072,5409,16329,52.6172,29141.5,4831.31,35613.4,0.0275101,0.0644944,0,0,6669,310,82813,56,32303,1955,0,99538,-35740.8,0,-338580,0.0018023220102713,0.998197677989729,0.0037294130385092,0.996270586961491,0.00173058499953645,0.998269415000464
538,1e+05,77350,96138.1,28585,0.0262562,3012,9348,9.50036,6773.84,5673.98,30758.9,0.00881798,0.0149853,0,0,3714,214,77321,27,18634,955,0,99538,-17501.8,0,-338582,0.00140054302096084,0.998599456979039,0.00276004385116399,0.997239956148836,0.00144686779915331,0.998553132200847
539,1e+05,69765,95756.7,14083,0.00994479,1120,3615,4.36974,2766.86,18243.4,88573.2,0.0105314,0.00612187,0,0,1388,167,69729,6,8059,340,0,99538,-6614.6,0,-338582,0.00157682343579353,0.998423176564206,0.00238926404944489,0.997610735950555,0.000743955362678239,0.999256044637322
540,1e+05,60874,95421.7,6903,0.00374751,404,1438,2.30522,2697.4,69263.3,337913,0.0343173,0.00596377,0,0,487,117,60838,4,3660,137,0,99538,-2339.82,0,-338582,0.000853878409732452,0.999146121590267,0.00191944877368551,0.998080551226314,0.00109170305676856,0.998908296943231
541,1e+05,52808,95131.6,4896,0.00250452,284,1046,4.94183,3813.86,165210,852387,0.12571,0.00843588,0,0,317,93,52768,1,2826,115,0,99538,-1825.18,0,-338582,0.00129407867179115,0.998705921328209,0.00175933107584041,0.99824066892416,0.000353731871241599,0.999646268128758
