"Setting","Factor","First","Effect","MAX","MIN","EIR","Resistance_level","Treatment_access","Dosage","Seasonality","sum_first"
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_7_Dosage_0","Fitness",0.0525197565588705,"Total",0.0529269348119253,0.0521101749368155,5,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_7_Dosage_0","IC50_S",0.0282153902109632,"Total",0.0284933695055511,0.0279327145421846,5,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_7_Dosage_0","half_life",0.894825460190242,"Total",0.900698941870921,0.888973547302931,5,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_7_Dosage_0","MKR",0.0426052265826662,"Total",0.0430283501292909,0.042181222231664,5,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_7_Dosage_0","Diagnostic",0.00277628123805632,"Total",0.00280765415107743,0.00274384184170204,5,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","Fitness",0.0758454568990133,"First",0.080333769887471,0.0685345250741845,10,7,0.5,0,"sesonality1",0.981667188348979
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","IC50_S",0.0224786033817224,"First",0.0281257042223722,0.0160756164664063,10,7,0.5,0,"sesonality1",0.981667188348979
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","half_life",0.873773682907913,"First",0.858879989125393,0.856593879329164,10,7,0.5,0,"sesonality1",0.981667188348979
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","MKR",0.0270226209468957,"First",0.0325803855738214,0.0202976762914791,10,7,0.5,0,"sesonality1",0.981667188348979
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","Diagnostic",0.000879635864455127,"First",0.00690959444080076,-0.00517205724798849,10,7,0.5,0,"sesonality1",0.981667188348979
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","Fitness",0.0762348211485362,"Total",0.0768356931857809,0.075658522614487,10,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","IC50_S",0.0283497763370449,"Total",0.0286498695427883,0.0280498114982048,10,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","half_life",0.875179150095303,"Total",0.880917058707161,0.86943624754362,10,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","MKR",0.0395073598503859,"Total",0.039910182286071,0.0391177281805966,10,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","Diagnostic",0.00118412458100536,"Total",0.00119780595646393,0.00117057035546624,10,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_7_Dosage_0","Fitness",0.122471633698812,"First",0.126198249763709,0.114474917577851,500,7,0.5,0,"sesonality1",0.982521928493703
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_7_Dosage_0","IC50_S",0.017013651008873,"First",0.0228293670822088,0.0107664788768681,500,7,0.5,0,"sesonality1",0.982521928493703
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_7_Dosage_0","half_life",0.846233927135327,"First",0.832730617800847,0.830123350067358,500,7,0.5,0,"sesonality1",0.982521928493703
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_7_Dosage_0","MKR",0.014280788156988,"First",0.0202336849595817,0.00800561590688269,500,7,0.5,0,"sesonality1",0.982521928493703
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_7_Dosage_0","Diagnostic",0,"First",0.00429867761655552,-0.00775872982141605,500,7,0.5,0,"sesonality1",0.982521928493703
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_7_Dosage_0","Fitness",0.125468293785018,"Total",0.126384789897846,0.124556387310555,500,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_7_Dosage_0","IC50_S",0.0228355267780797,"Total",0.0230890326625455,0.022576029106008,500,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_7_Dosage_0","half_life",0.842628077647834,"Total",0.848366185343166,0.836871432040086,500,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_7_Dosage_0","MKR",0.0208218523898202,"Total",0.0210403692511174,0.0206073938064415,500,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_7_Dosage_0","Diagnostic",0.00294224018335422,"Total",0.00297804957859696,0.00290817406801558,500,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_18_Dosage_0","Fitness",0.38782024465071,"First",0.393047275417164,0.383279532232779,5,18,0.5,0,"sesonality1",1.00097260882514
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_18_Dosage_0","IC50_S",0.0123977116489119,"First",0.019243933655836,0.00548545618393334,5,18,0.5,0,"sesonality1",1.00097260882514
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_18_Dosage_0","half_life",0.589434000216069,"First",0.59352112264349,0.586546407124297,5,18,0.5,0,"sesonality1",1.00097260882514
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_18_Dosage_0","MKR",0.00730139016461524,"First",0.0141517436607917,0.000532185869856391,5,18,0.5,0,"sesonality1",1.00097260882514
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_18_Dosage_0","Diagnostic",0.00304665331969398,"First",0.00995329898291706,-0.00379798526744792,5,18,0.5,0,"sesonality1",1.00097260882514
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_18_Dosage_0","Fitness",0.390284464281224,"Total",0.393601217740983,0.386976827690687,5,18,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_18_Dosage_0","IC50_S",0.0125438186208477,"Total",0.0126768748366648,0.012410845921665,5,18,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_18_Dosage_0","half_life",0.594918178110192,"Total",0.599678457777542,0.59023067637709,5,18,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_18_Dosage_0","MKR",0.00719776964298323,"Total",0.00726666292444033,0.00712903852770381,5,18,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_18_Dosage_0","Diagnostic",0.0018522930459839,"Total",0.00187470629470431,0.00182915761862967,5,18,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_18_Dosage_0","Fitness",0.532493304994571,"First",0.530163362981754,0.522413242638408,10,18,0.5,0,"sesonality1",0.988288803851452
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_18_Dosage_0","IC50_S",0.00278432938412605,"First",0.00941313188914885,-0.00392959856774821,10,18,0.5,0,"sesonality1",0.988288803851452
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_18_Dosage_0","half_life",0.464621318344109,"First",0.463463205570406,0.45485713863865,10,18,0.5,0,"sesonality1",0.988288803851452
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_18_Dosage_0","MKR",0.0001010472771939,"First",0.00685291335845407,-0.0066414842865267,10,18,0.5,0,"sesonality1",0.988288803851452
