"Setting","Factor","First","Effect","MAX","MIN","EIR","Resistance_level","Treatment_access","Dosage","Seasonality","sum_first"
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_7_Dosage_0","half-life_short",0.00150920642913449,"Total",0.00152895692434349,0.00148853152764434,500,7,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_7_Dosage_0","MKR_short",0.00135048520213017,"Total",0.00136821410548237,0.00133184028087824,500,7,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_7_Dosage_0","Cmax/IC50",0.00388952557703349,"Total",0.00395328121636664,0.00382351742172087,500,7,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_18_Dosage_0","Fitness",0.949362358180469,"First",0.970987063723651,0.970321194572427,5,18,0.04,0,"sesonality1",1.02242236080664
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_18_Dosage_0","half-life_long",0.00587973181545629,"First",0.0132569586822084,-0.00114619551059209,5,18,0.04,0,"sesonality1",1.02242236080664
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_18_Dosage_0","MKR_long",0.00489677625626656,"First",0.0122407046083009,-0.00202133702961505,5,18,0.04,0,"sesonality1",1.02242236080664
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_18_Dosage_0","Diangostic",0.00465869518470782,"First",0.0121823951885967,-0.00243848245209376,5,18,0.04,0,"sesonality1",1.02242236080664
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_18_Dosage_0","IC50_S_short",0.0049987448199268,"First",0.0122911656991771,-0.00191645453265803,5,18,0.04,0,"sesonality1",1.02242236080664
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_18_Dosage_0","half-life_short",0.00571471393224652,"First",0.0131649950685004,-0.00114723812875599,5,18,0.04,0,"sesonality1",1.02242236080664
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_18_Dosage_0","MKR_short",0.00566843053332864,"First",0.0131288502022499,-0.00130932807618541,5,18,0.04,0,"sesonality1",1.02242236080664
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_18_Dosage_0","Cmax/IC50",0.0188205492775984,"First",0.0264023877715464,0.0120731798760734,5,18,0.04,0,"sesonality1",1.02242236080664
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_18_Dosage_0","Fitness",0.969605587283388,"Total",0.976634942801684,0.962470754276048,5,18,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_18_Dosage_0","half-life_long",0.00365359930787452,"Total",0.00370505653557086,0.00360572907460994,5,18,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_18_Dosage_0","MKR_long",0.00238398231196728,"Total",0.00242047300402294,0.00234705140020607,5,18,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_18_Dosage_0","Diangostic",0.00628626382513967,"Total",0.00637092428439648,0.00620438920214923,5,18,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_18_Dosage_0","IC50_S_short",0.00171358053681342,"Total",0.00173731779102809,0.00168910386975993,5,18,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_18_Dosage_0","half-life_short",0.0047139000675,"Total",0.00477101065337199,0.00465370146851099,5,18,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_18_Dosage_0","MKR_short",0.00299030034976988,"Total",0.00302853802607344,0.00295015252846504,5,18,0.04,0,"sesonality1",0
