"L","M","U","x","G","EIR","Resistance_level","Access","Dosage","Seasonality","drug"
-0.030071785707417,-0.0276455578251062,-0.0256776901235499,20,"Fitness",500,18,0.04,0,"sesonality1","A+B"
-0.02745049089685,-0.0248842302013516,-0.0228658715865545,21,"Fitness",500,18,0.04,0,"sesonality1","A+B"
-0.0248955103666896,-0.0221452588882547,-0.0200490485368575,22,"Fitness",500,18,0.04,0,"sesonality1","A+B"
-0.0219711488632637,-0.0193006671560419,-0.0171845611663563,23,"Fitness",500,18,0.04,0,"sesonality1","A+B"
-0.0193226255492895,-0.0165935609432278,-0.0144559423801261,24,"Fitness",500,18,0.04,0,"sesonality1","A+B"
-0.016787951394721,-0.0138184447251362,-0.0115962914528482,25,"Fitness",500,18,0.04,0,"sesonality1","A+B"
-0.0138441442598031,-0.0110070380888523,-0.00874208762158264,26,"Fitness",500,18,0.04,0,"sesonality1","A+B"
-0.0109801466225178,-0.00814965544394427,-0.00591658531946413,27,"Fitness",500,18,0.04,0,"sesonality1","A+B"
-0.00824111913354717,-0.00537111073074339,-0.00306111803668157,28,"Fitness",500,18,0.04,0,"sesonality1","A+B"
-0.00571729026202561,-0.00269725101643422,-0.000359669491016941,29,"Fitness",500,18,0.04,0,"sesonality1","A+B"
-0.00307126962819145,-1.03409849447136e-05,0.00246511252267354,30,"Fitness",500,18,0.04,0,"sesonality1","A+B"
-0.000696090380352406,0.00254747348250794,0.0050610146831061,31,"Fitness",500,18,0.04,0,"sesonality1","A+B"
0.00185904779059301,0.0050921758545575,0.0076915715488965,32,"Fitness",500,18,0.04,0,"sesonality1","A+B"
0.0042525454335713,0.0075082979828203,0.0101994397659881,33,"Fitness",500,18,0.04,0,"sesonality1","A+B"
0.00669682576751058,0.00997121649119669,0.0127900614366969,34,"Fitness",500,18,0.04,0,"sesonality1","A+B"
0.00909437976017194,0.0124061328526846,0.0150826932389776,35,"Fitness",500,18,0.04,0,"sesonality1","A+B"
0.0111079414543244,0.0144327271346077,0.0172819374961688,36,"Fitness",500,18,0.04,0,"sesonality1","A+B"
0.0132199301444253,0.0166472564084525,0.0195132063213829,37,"Fitness",500,18,0.04,0,"sesonality1","A+B"
0.0150365876735975,0.0185925927535038,0.0214574830707614,38,"Fitness",500,18,0.04,0,"sesonality1","A+B"
0.0167674100713694,0.0202881041473619,0.0232072936922978,39,"Fitness",500,18,0.04,0,"sesonality1","A+B"
NA,NA,NA,40,"Fitness",500,18,0.04,0,"sesonality1","A+B"
-0.0528236060676865,-0.0260787903592091,7.0024226745213e-05,1,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0526156833373658,-0.0268598277517202,-0.000276436310646118,2,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.053732134432943,-0.0277435562778167,-0.000861957415729184,3,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0526181557946504,-0.027519381822048,-8.61883554668895e-05,4,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0549543096673439,-0.0274681928073004,0.000603599232879644,5,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0542967286877205,-0.0259876060498337,5.01767054778696e-05,6,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0533073143829635,-0.0266289244403845,-0.000391264916835325,7,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0545717621477303,-0.0279087966114741,-0.00114412730695141,8,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.054093006856566,-0.0269464391037183,-0.0003475358105656,9,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0547089898194992,-0.0266404898359217,0.000152818638311351,10,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0546057773501354,-0.0275885265093806,-0.00104346715702318,11,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0533220250228808,-0.0270915656322975,-0.000902142212125832,12,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0548831251240147,-0.0292645594215576,-0.00178465802359098,13,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0553170028352406,-0.0277615515494221,-0.00117165663099215,14,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0544084495701939,-0.0276100844190565,-0.00155158032708693,15,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0539545995690361,-0.0277880701042598,-0.000908637793205444,16,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0553970997708669,-0.0282730699856403,-0.00102392083480302,17,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0549567868106229,-0.027576891116383,-0.00107542257227702,18,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0532832951319192,-0.0268958156155387,-0.00092489977029012,19,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0536277503266425,-0.0270201417643371,-0.000454578146615732,20,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0556287356201852,-0.0291243083807995,-0.00161085658205318,21,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0526679097997869,-0.0266737248005382,-0.000297428810523182,22,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0543417127172939,-0.0292438484887251,-0.00249446588047087,23,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0546734023766973,-0.0281114243431137,-0.00150054628579779,24,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0539938136011134,-0.0272223613627978,-0.00114905477393395,25,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0549941032932118,-0.0282520792934481,-0.000719540493117303,26,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0542097980585386,-0.0284720045018581,-0.00190517213117767,27,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0540636786471649,-0.0284744856813677,-0.00187880475132608,28,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0558717468506904,-0.0289132363616994,-0.00223096859277438,29,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0548592770512278,-0.0295345102455628,-0.00324016735154927,30,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0548736336962354,-0.0291072803503544,-0.00283094174515291,31,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0554165482599138,-0.0305411007172511,-0.0034447574325855,32,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0553991630201457,-0.0289601021864298,-0.00315400711067991,33,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.055426148007516,-0.02973533844216,-0.00242572939147661,34,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.055298537313437,-0.0294378129804851,-0.00383187282272098,35,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0553486645626111,-0.0305075146615589,-0.00403062980866514,36,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0552049000344676,-0.0294327622190534,-0.0033178429195588,37,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0554507254855169,-0.0310677958011908,-0.00340283389652655,38,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0546995909406345,-0.0299677016076407,-0.00370284042989589,39,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
NA,NA,NA,40,"half_life_long",500,18,0.04,0,"sesonality1","A+B"
-0.0543905098167012,-0.0280156650213062,-0.00155287365211586,1,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0543494349825985,-0.0281724301500113,-0.00171031120799752,2,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0558236175894089,-0.0291805025957052,-0.00272193050136323,3,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0549105953759563,-0.0275395353391243,-0.00165147722261356,4,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0552582529580261,-0.0275312178664987,-0.00120991246749635,5,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0552305287116711,-0.028890019483577,-0.00137812012164164,6,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0526295024360298,-0.0269348869829029,0.000116594481216335,7,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0546845319178009,-0.0284408257619833,-0.00233148792712735,8,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0548271524757037,-0.0282346332833382,-0.00110668532082962,9,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0547604597324864,-0.0277342882930793,-0.00196818080503381,10,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0538678533922559,-0.0276297465385474,-0.00108291858547021,11,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.053844488522388,-0.0274786979546009,-0.000625249194665707,12,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0543118547576787,-0.0276735316530982,-0.00130854248290441,13,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.054248307715633,-0.0288393880044473,-0.00134500438973099,14,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0539905167012869,-0.0270477575181066,0.000265509628112399,15,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0537384477580528,-0.0272775471588993,-0.000440217033835576,16,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0541868944476976,-0.0283108092863533,-0.00109639892535609,17,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0538299542554159,-0.0268498875798193,0.000552355173162569,18,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0541874507477225,-0.0274191876920038,-0.000593258193910543,19,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0526709962275838,-0.0267410258071287,-9.28925031681918e-05,20,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.054301775645694,-0.0288089977581091,-0.00195101550774743,21,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0544573158855753,-0.0275558480397241,-0.00131319481889453,22,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0551717088058008,-0.0275751792516839,-0.000835543697938895,23,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0555795835140947,-0.0278512126366236,-0.00137559728591924,24,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0542107106443474,-0.0274091521214291,-0.000486442337873606,25,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0544082985476222,-0.0276444227367857,-0.00104966261693821,26,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0539445396343639,-0.0280336437076943,-0.00108720263685721,27,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0557057907414084,-0.0297021555228531,-0.0032894004196345,28,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0549226358575962,-0.0294878847136234,-0.00159310720254128,29,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0549130450727964,-0.0288426477958241,-0.00179606660125418,30,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0537753754404368,-0.027718323722177,-0.0016030849641046,31,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0551957952476942,-0.0288709241996204,-0.00239548310011185,32,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0538889161227447,-0.0284322309535599,-0.00287971802543429,33,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0544333890700912,-0.0293493056910528,-0.00325358997371864,34,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0547185392571269,-0.0297686618859213,-0.00273545154542125,35,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0547718255845154,-0.0285379875943273,-0.00290873425171252,36,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0548467627206573,-0.0292411435648409,-0.00327028408340345,37,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0545382643732507,-0.029172447658703,-0.00271054467648896,38,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0545051807799455,-0.0292833528562173,-0.00303759631839823,39,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
NA,NA,NA,40,"MKR_long",500,18,0.04,0,"sesonality1","A+B"
-0.0559073296142177,-0.0293561743358427,-0.00185760089645636,1,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0554218078037387,-0.0289287275066365,-0.00136331292161125,2,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0552822283875585,-0.0284598450679896,-0.000292602869858482,3,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0563852595018248,-0.0301157290839879,-0.00083870864338295,4,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0561856075473902,-0.0282005441362933,0.000458177010266354,5,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0563460898842444,-0.0280153287256363,0.000215232908740055,6,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0558032934584586,-0.027308329852121,0.00100560912504561,7,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0553575633848186,-0.0279934091790591,-0.000248251306581845,8,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0560733801547525,-0.0295501883241375,-0.0012139775408895,9,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.055908699053777,-0.0275134894710058,-0.00050918421525312,10,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.054877029727289,-0.0275214987896016,-0.000588607425391722,11,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0545350406589665,-0.0277024946451198,-0.00107671359180719,12,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0555699352235259,-0.028611707436835,-0.00157544503043247,13,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0553480155961454,-0.0288057858782142,-0.000743244471891516,14,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.054791889521496,-0.0286216029406544,-0.0025067194820206,15,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0553232078155995,-0.0283767969982211,-0.00247122127335018,16,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0548652734168852,-0.029676839938863,-0.0022278024838258,17,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0546431015126804,-0.0293381491143261,-0.00266839244376883,18,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0549197574477136,-0.0296392742211056,-0.00302107172212975,19,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0551730670664985,-0.0280899521056526,-0.00302819317869606,20,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.055438299733983,-0.0292480975199788,-0.00216945232255922,21,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0543465796173209,-0.028748101536764,-0.00175012490951049,22,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0536003674442727,-0.0275281757755342,-0.000494861813403531,23,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0544182649765441,-0.0291106818279801,-0.00215030385482685,24,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0543706099196605,-0.0284655604054289,-0.00174392766457192,25,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0545537495378552,-0.0289061146621806,-0.00171322452485585,26,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0536404972479991,-0.0277548303950959,-0.00187016003559678,27,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0549132761130486,-0.0286415827391276,-0.00152946480150801,28,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0541683274597217,-0.0277314658567532,-0.000588769187760857,29,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0537467850363471,-0.0278881921935895,-0.00159247656460927,30,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0548777881866925,-0.0279452574294367,-0.00133855915197966,31,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0539936606202073,-0.0290997258583466,-0.00291736824835318,32,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0529908543593773,-0.0272448859081576,-0.000983620680667678,33,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0538763373109512,-0.0285387109073097,-0.00289223575521226,34,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0528253797277908,-0.0269180205845077,-0.00184991428825933,35,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0525714768292012,-0.0267787159033251,-0.00153877918327245,36,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0505878653230496,-0.0262072648317564,-0.00193048097242648,37,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0507823643384723,-0.0257147616915465,-0.00179437512340971,38,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0507077063299924,-0.0256569265418441,-0.00311072883800579,39,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
NA,NA,NA,40,"Diagnostic",500,18,0.04,0,"sesonality1","A+B"
-0.0553250706635754,-0.0292061928516447,-0.00192218886530152,1,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0542764620362775,-0.0286478593363648,-0.0021918676447596,2,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0544951243506547,-0.028636004452269,-0.00144934666346789,3,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0550475279492206,-0.0287857669891562,-0.00128292628686718,4,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0554514529569978,-0.0284258569681971,-0.00153590738654737,5,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0549647041726876,-0.0292251176700685,-0.0018440963116377,6,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.05413287814985,-0.027604896752112,-0.00107944354557843,7,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0546399514728231,-0.0290253742258699,-0.00274085326066459,8,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0547425098167716,-0.0282076481957917,-0.00124992121723731,9,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0548783979151394,-0.0294602821020348,-0.00163424428281097,10,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0549685474437899,-0.0278007670522552,-0.00134923824354659,11,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.054329926824019,-0.0277155053453308,-0.000133796948503864,12,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0546766679792418,-0.0279704247056492,-0.000536401661659979,13,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0543921505749884,-0.0268677115549205,-2.59128262773359e-05,14,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0550020256868864,-0.0280355774357704,-0.000797821945704524,15,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0562168892202699,-0.0291451429542309,-0.00070895421170075,16,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0550620429660886,-0.0287469869371823,-0.00107859725184757,17,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.054704012300313,-0.0283020876870782,-0.00151484809064214,18,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0549754875363862,-0.0279107342709066,-0.00147975557526529,19,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0553004714067219,-0.0284151134139879,-0.0018589621878113,20,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0553712033171241,-0.0284457069470999,-0.00149159930146285,21,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0553606388885513,-0.0275898090753967,-0.00150610244802609,22,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0550744851050221,-0.0278958487913716,-0.000407213790804304,23,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0545324509884147,-0.0283582179145242,-0.00164644928694492,24,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0540170452291937,-0.0275726320611251,-0.0015330828860693,25,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0537358131173205,-0.0273029812477056,-0.000624824351092453,26,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.053623434820877,-0.0271142817631158,-0.0010741149226254,27,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0527754031161627,-0.027046133178485,-0.00160056519401697,28,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0532462210266407,-0.0282150737781597,-0.00156742563472334,29,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0542382282778309,-0.0284567769463999,-0.00158234512138702,30,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0540408981293949,-0.0268178170844163,-0.000740450703833124,31,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0528862221053217,-0.0267605723031796,-0.000996942397812629,32,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0542397199526513,-0.02926309459828,-0.00222774374673946,33,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0531354628009899,-0.0273324306263673,-0.00162084211338503,34,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0542610590073613,-0.0285972578070073,-0.00249531120268481,35,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0539552889574855,-0.0281745032934812,-0.00244439731405784,36,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0542096455615838,-0.0286888368713065,-0.00356247153868344,37,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.054769830129952,-0.0296789530232308,-0.00306508689155767,38,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0537062897758163,-0.028496651711918,-0.00361761140382204,39,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
NA,NA,NA,40,"C_max_IC50_short",500,18,0.04,0,"sesonality1","A+B"
-0.0532576846587237,-0.026912852748146,-0.000704939217828986,1,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0537508108716397,-0.0269401715967947,-0.000457523452223232,2,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0546497345713058,-0.0276157808807876,9.0651806270714e-06,3,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0532415731675573,-0.0278458478246724,-0.00111882529993476,4,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0544967515479454,-0.0275046300093343,-0.000836620381744309,5,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.054501015676297,-0.0289526789259332,-0.000739746318027732,6,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0532862191964583,-0.0275737113630594,-0.000468470617327365,7,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0530025162543625,-0.0261753220964637,8.59332532345096e-05,8,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0543223432054499,-0.0276346185648642,-0.000777719646056238,9,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0543904842760191,-0.0274018494289135,-0.00083828403229899,10,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0540931768295431,-0.0281333184476987,0.000324891174321587,11,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0545929090412531,-0.0282715483787708,-0.000843775248276578,12,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0542392320029596,-0.0273034198292717,-0.000433302557174938,13,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0541224354811111,-0.0277094127485151,-0.00127273644307109,14,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0545256608237414,-0.0287306940585152,-0.000552227994029772,15,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0545156922910735,-0.0280868101557366,-0.000629941236431186,16,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0540201100506852,-0.0282843207349245,-0.00192112883284159,17,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0542384477400942,-0.028526217953696,-0.00194176798706335,18,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0536654176432611,-0.0273711465195097,-0.000586804618397314,19,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0550287953528787,-0.0287187787810756,-0.00116842312785232,20,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0533617140433002,-0.0274968374127839,-0.00089852597321677,21,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.054928472812099,-0.029147674426273,-0.00194389446813696,22,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0559819731925121,-0.0282984755396356,-0.000982608624187533,23,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0539896461388845,-0.0269372058295815,-0.00170462047541465,24,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0552919196677913,-0.0290928991706857,-0.00233743686603378,25,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0552911078016007,-0.0288716917709123,-0.00146003343181772,26,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0550613204314027,-0.0278241069949797,-0.000851617013433963,27,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0543564913383468,-0.0287861118694679,-0.00262914237329545,28,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0556450481106584,-0.0290767829951006,-0.00305956460006621,29,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0536867894764205,-0.0271647470517688,-0.00181532104620928,30,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0550464175416453,-0.0278920298555277,-0.00127108223176665,31,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0554962606632198,-0.029553679188261,-0.0036596230349155,32,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0553730349586515,-0.0296624692394689,-0.00338918717623391,33,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0554004583486173,-0.0288813835943025,-0.00342444634806873,34,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0551425454055291,-0.0296800269551896,-0.00261527257883966,35,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0547757005466457,-0.0287151122174149,-0.00264147510342731,36,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0539829075602266,-0.0285822482778383,-0.00281612957904544,37,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0553823086652955,-0.0298786250148644,-0.00393443882608096,38,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.053901769852062,-0.0288373151267598,-0.00347533880962815,39,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
NA,NA,NA,40,"half_life_short",500,18,0.04,0,"sesonality1","A+B"
-0.0548908670260046,-0.02929636214924,-0.00475523769811517,1,"MKR_short",500,18,0.04,0,"sesonality1","A+B"
-0.0560809585887455,-0.0301925476484676,-0.0034577846483674,2,"MKR_short",500,18,0.04,0,"sesonality1","A+B"
-0.0559631347037358,-0.0296088878416297,-0.00368734883422083,3,"MKR_short",500,18,0.04,0,"sesonality1","A+B"
-0.0563235110691525,-0.0293716096763303,-0.00211172586208807,4,"MKR_short",500,18,0.04,0,"sesonality1","A+B"
-0.0556744368990428,-0.0286222524140301,-0.00248266309961122,5,"MKR_short",500,18,0.04,0,"sesonality1","A+B"
-0.0552759283211694,-0.0290116656024414,-0.00321481576618371,6,"MKR_short",500,18,0.04,0,"sesonality1","A+B"
-0.0550208729058827,-0.0281348832949936,-0.00230714173048009,7,"MKR_short",500,18,0.04,0,"sesonality1","A+B"
-0.0549859217111147,-0.0289357037883213,-0.00270590957786578,8,"MKR_short",500,18,0.04,0,"sesonality1","A+B"
