"L","M","U","x","G","EIR","Resistance_level","Access","Dosage","Seasonality","drug"
0.0182731337510679,0.129385867842049,0.173865838623388,23,"half_life_short",500,7,0.5,1,"sesonality2","A+B"
0.0163452189015795,0.125908143070184,0.171537288944715,24,"half_life_short",500,7,0.5,1,"sesonality2","A+B"
0.0167788880028421,0.125510897231556,0.171050586466392,25,"half_life_short",500,7,0.5,1,"sesonality2","A+B"
0.0170912741954247,0.121805008742217,0.167758658577449,26,"half_life_short",500,7,0.5,1,"sesonality2","A+B"
0.00833557204449109,0.121842447088738,0.167627915728703,27,"half_life_short",500,7,0.5,1,"sesonality2","A+B"
0.00497374706480458,0.116108030153326,0.16485461225995,28,"half_life_short",500,7,0.5,1,"sesonality2","A+B"
0.00545239069486883,0.113126898672736,0.162211891887098,29,"half_life_short",500,7,0.5,1,"sesonality2","A+B"
0.00632274644342619,0.112358384969963,0.161883363133679,30,"half_life_short",500,7,0.5,1,"sesonality2","A+B"
0.00339636317984944,0.113040796056928,0.16023621102847,31,"half_life_short",500,7,0.5,1,"sesonality2","A+B"
-0.000769729634168409,0.106115511623321,0.155993121923022,32,"half_life_short",500,7,0.5,1,"sesonality2","A+B"
-0.00340323794488458,0.105096633709012,0.154880204731276,33,"half_life_short",500,7,0.5,1,"sesonality2","A+B"
-0.00161799605271245,0.101833204240944,0.153272677151245,34,"half_life_short",500,7,0.5,1,"sesonality2","A+B"
-0.00490360998437619,0.101232001629577,0.150959073054281,35,"half_life_short",500,7,0.5,1,"sesonality2","A+B"
-0.00497073487075722,0.0991252243883263,0.149179025708737,36,"half_life_short",500,7,0.5,1,"sesonality2","A+B"
-0.00785266740379554,0.0961646893966638,0.148263122357488,37,"half_life_short",500,7,0.5,1,"sesonality2","A+B"
-0.00742367177193353,0.0924148202032097,0.145039023024596,38,"half_life_short",500,7,0.5,1,"sesonality2","A+B"
-0.00884156471606709,0.0948547791643172,0.144442616356658,39,"half_life_short",500,7,0.5,1,"sesonality2","A+B"
NA,NA,NA,40,"half_life_short",500,7,0.5,1,"sesonality2","A+B"
0.038600943277192,0.141974798435543,0.18056041295785,1,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.030418714333729,0.137531129750795,0.178901186079348,2,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0342412361354652,0.138794807712092,0.180027788202143,3,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0277204352114171,0.138850372273551,0.180319193547897,4,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0345132915391662,0.138560610856529,0.18151108619825,5,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0285700970384625,0.137020118970721,0.180886740269167,6,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0305673888024668,0.137770649969089,0.180974529385509,7,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0315625792042029,0.13892134847473,0.180957550548107,8,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0261310691375563,0.135603739015577,0.180058962430419,9,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0239940385112117,0.135390333965463,0.180949587043302,10,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0254950124876833,0.136859645913521,0.180575896667914,11,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.02710918282253,0.135035091941807,0.180291744574329,12,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0292771124741999,0.136381653659091,0.180201430989311,13,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0233764798447026,0.133016760591515,0.178418193326403,14,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0221483016543135,0.132500675170356,0.178854603305158,15,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0257982031633949,0.132594498794283,0.179543752047553,16,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0275530781192293,0.134575572599754,0.180040750190583,17,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0257274053927863,0.133322217822473,0.179360862103177,18,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0198333448333058,0.130528331634606,0.176662395338551,19,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0259737941190012,0.131371446541692,0.177542340737889,20,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0269297477271653,0.130537568964559,0.177638150399903,21,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0240938771742465,0.131076357850835,0.177474154050643,22,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0178000774017628,0.128125563897411,0.176195295987991,23,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0130032972862801,0.125145291523033,0.174656412010254,24,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0203576664452191,0.128245546607666,0.175346767574544,25,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0197745548146056,0.126292540243097,0.174044408562121,26,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0186626810383364,0.125630244849068,0.174956969916746,27,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0187714668137297,0.127251242867062,0.174863956854283,28,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0182961675869363,0.124650138498051,0.173666872139542,29,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0147092080816569,0.124347703209967,0.171546139846463,30,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0174511097239517,0.123476578361374,0.17187273732255,31,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.018776556318529,0.124351336137778,0.171236645655203,32,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0151760367857221,0.121467847006182,0.170452077688958,33,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.014026535622308,0.120391250381834,0.169958240588273,34,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0189952255064275,0.120952491862766,0.16928261095734,35,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.010771217388323,0.118937365332516,0.168485592397059,36,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.020342167571474,0.122208347686857,0.169186842439542,37,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0147490391959043,0.118315754270063,0.167587193868958,38,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.0140181783241881,0.115484781936707,0.16544013357246,39,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
NA,NA,NA,40,"MKR_short",500,7,0.5,1,"sesonality2","A+B"
0.169146839531073,0.187913321700436,0.207068784633106,1,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
0.168104103997693,0.187188257525398,0.207167403614415,2,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
0.16577270763788,0.185120060874709,0.205796428857742,3,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
0.162189212097186,0.182051357429258,0.203789000822633,4,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
0.157896931431456,0.178659632621847,0.200138255276824,5,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
0.151817400127349,0.173833314178459,0.196502588291662,6,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
0.142838386038202,0.167156437382484,0.190882518830374,7,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
0.133319972345512,0.159092599382141,0.184343132590147,8,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
0.122366070404333,0.1508005160546,0.178748214647665,9,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
0.107911473157387,0.138755110395569,0.169793470241336,10,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
0.0900888212847753,0.124942210273731,0.158563035035339,11,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
0.0742777730661228,0.110150235912567,0.147972948261235,12,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
0.0563125957133833,0.0943801011679278,0.134006745517218,13,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
0.0411898509568311,0.0791339444231567,0.121349941956949,14,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
0.0219564039217488,0.0611135030323404,0.106763214692497,15,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
0.00412916173610021,0.0431169213521182,0.0884853889071074,16,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
-0.00811619130554617,0.0306759458308772,0.0763283608590268,17,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
-0.0194876173677551,0.0181750993621981,0.063145519218346,18,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
-0.0301052873477222,0.00697489452612485,0.050458348315689,19,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
-0.0384801300387397,-0.00317696599921968,0.0389679932153115,20,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
-0.0433524883277743,-0.0103969744499314,0.0315850652116468,21,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
-0.0494558624344541,-0.0186159576709681,0.0198787983694894,22,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
-0.0533723947234652,-0.0239704509407722,0.0108696540901962,23,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
-0.0556950155183644,-0.0283750293994748,0.00191565783167203,24,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
-0.0570340201003151,-0.0305511351205404,-0.00258239869569502,25,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
-0.058898745150463,-0.0331984591897314,-0.0072238566420964,26,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
-0.0605366710375925,-0.0372742057769877,-0.012354585475576,27,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
-0.0610081903039724,-0.0386460194730529,-0.0144550298990544,28,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
-0.0605991630582141,-0.0380260955515971,-0.0148460049467444,29,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
-0.0610532111398525,-0.0382677408537016,-0.0159967585887719,30,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
-0.0633367180621819,-0.0419984449058948,-0.0191180560061579,31,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
-0.0657354818776473,-0.0431241196148674,-0.0213479540829774,32,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
-0.0673153592896745,-0.0453267200278297,-0.0218289455615521,33,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
-0.0655691327088015,-0.0455401906297767,-0.0231158627868886,34,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
-0.06599810603402,-0.0451313106861227,-0.0241342119209591,35,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
-0.0654849384194061,-0.0430164652996616,-0.0212290413352424,36,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
-0.064127717256511,-0.0439442729568778,-0.0217412539674105,37,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
-0.0652732870922969,-0.0449521690037902,-0.0252601334766493,38,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
-0.0642276392304382,-0.0403073013539285,-0.0175080879953112,39,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
NA,NA,NA,40,"C_max_IC50_long",500,7,0.5,1,"sesonality2","A+B"
0.18263544572182,0.298064325593883,0.348483487190662,1,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.190929737512697,0.301495766426741,0.352837082147522,2,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.18732395875191,0.302315476835954,0.353718155240033,3,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.196336816460707,0.306906189811952,0.355772415191817,4,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.193208450890644,0.306383464503134,0.356759742237316,5,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.193302726281537,0.306223823421257,0.357564397772005,6,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.199730395155999,0.31031092122458,0.360245523201181,7,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.190724792272497,0.307133844386966,0.360936630579671,8,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.191482964935152,0.307407361322044,0.360178318927594,9,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.192638051266367,0.310968637735349,0.362675462124788,10,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.193626148335596,0.314777662186883,0.364016107031653,11,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.197327367297813,0.312960735927098,0.365835312729922,12,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.196883180951844,0.31545141584983,0.367297153833626,13,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.193898102916759,0.31615657814569,0.368516214257781,14,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.201515387763183,0.317752132601257,0.369639086511054,15,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.197203622735668,0.317591253454709,0.370609639487514,16,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.203931314609517,0.320049582412993,0.373250048473964,17,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.204178099318007,0.319793825457334,0.373581808295082,18,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.206952742652359,0.322268104707651,0.373524679325506,19,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.213755377169878,0.32640463057783,0.375490349502598,20,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.206711967480748,0.324842524076433,0.376770502739705,21,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.211329446930452,0.325658138339076,0.377853689276877,22,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.21105815459351,0.32765601681903,0.380596858360907,23,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.215111644411729,0.332448169138265,0.382389746887502,24,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.213355749656826,0.332957080620951,0.38390351750556,25,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.211481058199288,0.331428128238591,0.38351486801863,26,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.213126627768145,0.331259662632852,0.385654647742899,27,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.212391959044459,0.331966785320845,0.386339790741699,28,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.21344802258984,0.334732137395536,0.386526832807201,29,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.210814873364425,0.335890140233151,0.389082726408745,30,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.21952297216374,0.336588193641499,0.390379388522173,31,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.219287237759764,0.336659919903594,0.390211082867697,32,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.215693461487006,0.33515778159997,0.390852993793413,33,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.220265631381625,0.341812376332287,0.394051296756575,34,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.223545129527111,0.340744315029748,0.393273900271846,35,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.217365556143145,0.341247286941835,0.392443424142332,36,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.21853214487736,0.339763763753831,0.394059201757108,37,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.220697009570859,0.342814353365349,0.395752388225921,38,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.227045655218906,0.343375405054829,0.395830942186471,39,"Fitness",5,18,0.5,1,"sesonality2","A+B"
NA,NA,NA,40,"Fitness",5,18,0.5,1,"sesonality2","A+B"
0.351227444593427,0.39462351588649,0.416746566133995,1,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.339850158224957,0.390223841236829,0.412974140157046,2,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.33391847123494,0.386913572505204,0.410467583302487,3,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.320498486319873,0.379305349098388,0.405255953845382,4,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.31796295937854,0.376265565619834,0.402519371242112,5,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.303548285778636,0.370488271645943,0.398753805915444,6,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.29803125722374,0.364766577439161,0.394620211713496,7,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.283245258298669,0.356924981131001,0.389992109681821,8,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.276991901790369,0.352499044773033,0.386330877361995,9,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.266134151577535,0.348264764231994,0.38394856346435,10,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.264667521877921,0.345977690920986,0.381364670625566,11,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.252683745735784,0.339533909920355,0.37768379211531,12,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.245857036751541,0.334048845506232,0.374492109963055,13,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.233392742093433,0.330617782380551,0.373047414819908,14,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.235292226139524,0.329406969728689,0.371719702205956,15,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.225508446770683,0.32420748228677,0.369644545585332,16,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.217148990800992,0.323464812492181,0.368770556295931,17,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.217819715520766,0.319055546044666,0.367086796565488,18,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.202887092650857,0.315970145396456,0.366936296966663,19,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.204930090674589,0.315684981995468,0.366045460100745,20,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.200457511913389,0.311837663088843,0.365173363091853,21,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.195436104358034,0.308057636384559,0.36217072085325,22,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.180837616948835,0.302567549662526,0.361914380981969,23,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.183732077685047,0.303878316404988,0.36039879208762,24,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.181127153549166,0.300461710951559,0.360165774089461,25,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.176892841320967,0.298622448474181,0.358667259889495,26,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.160335677216108,0.289145016052063,0.357527057908597,27,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.157293433294066,0.288239673036862,0.354203299323695,28,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.160289321921948,0.291598403131888,0.357129146695761,29,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.15059126757418,0.284599819730772,0.353389243838745,30,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.139593465576147,0.275944569395624,0.349935760189015,31,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.143600888729824,0.27522511359077,0.347996539375725,32,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.14119248876018,0.276812477494535,0.346370790349087,33,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.129740379882469,0.268774241711779,0.34340300736547,34,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.122927487862052,0.265056163443211,0.340465877480342,35,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.114164336601928,0.258845835464825,0.336153146743701,36,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.117030465735904,0.256763072894563,0.332025832429333,37,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.120074520120673,0.256818107080241,0.330372659180192,38,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.113487163241042,0.248211542885706,0.325968488337336,39,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
NA,NA,NA,40,"half_life_long",5,18,0.5,1,"sesonality2","A+B"
0.250989923962071,0.343734590250945,0.387454912945419,1,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.248628061382696,0.344361266342976,0.387520169761335,2,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.251853730442899,0.345441597909366,0.388314634124377,3,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.246204586328108,0.341436803912181,0.386822279405487,4,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.241883009352927,0.34141729783705,0.385095544089892,5,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.235762350215837,0.337064436379041,0.384121547990448,6,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.234996062645747,0.339212202479667,0.385884560981227,7,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.235611133173991,0.335570212146584,0.383372661320768,8,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.23273735663093,0.336242332490161,0.384508143072759,9,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.228347149432919,0.335663456390047,0.382344442166903,10,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.220806472700288,0.329903149635131,0.380547417376381,11,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.22774590070323,0.332025616259758,0.381897831740803,12,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.218303733938453,0.331243162142182,0.380766684457189,13,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.21794566851849,0.328686782151095,0.379328595785052,14,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.222146275017602,0.330104330356913,0.37896499727938,15,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.213498551765523,0.329151962699614,0.378100737806908,16,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.207870421083755,0.324041852282949,0.377246925354745,17,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.205800342723439,0.321519221608975,0.373259240001453,18,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.203471080897046,0.321519059381126,0.37460790645603,19,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.210960449199866,0.321139882825107,0.373297337976354,20,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.197847580351287,0.317737857714373,0.372670636889902,21,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.194535218063245,0.318003062799392,0.371176848952313,22,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.194000593031828,0.320110891797524,0.371988734833857,23,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.192949218177308,0.316115560678081,0.369777963556047,24,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.191453223693108,0.314386316779452,0.369710117558957,25,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.190036940315361,0.310246352121999,0.368324951525608,26,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.180970479015669,0.305531179335486,0.367672983929158,27,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.174938513359386,0.312190449537582,0.368322090013804,28,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.183565820076241,0.307743610021673,0.366358540524389,29,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.183986729281949,0.307284037964069,0.366696704368696,30,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.181093659155363,0.306458285335587,0.366246879034383,31,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.180890431864233,0.309132399590871,0.36728658247359,32,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.175874876281641,0.307153386735206,0.365984512934141,33,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.177402324340221,0.303500448162781,0.364230543203691,34,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.181892600518855,0.30547279996468,0.36458704533201,35,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.168565764248955,0.301582941765746,0.362279811292569,36,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.170781607288123,0.303653360408743,0.363529944837739,37,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.169918310027713,0.299803214409573,0.361149670000879,38,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.165600110555466,0.298589085483789,0.361500637268713,39,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
NA,NA,NA,40,"MKR_long",5,18,0.5,1,"sesonality2","A+B"
0.205001903940281,0.328465677289265,0.378486391451486,1,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.216077372948141,0.327873405690425,0.376394493473401,2,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.213261504933532,0.326892401503676,0.377433852869391,3,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.20629600220122,0.32871366610846,0.378984854094659,4,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.208310491076395,0.327997027820309,0.378567783938648,5,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.202637411974898,0.324728564835018,0.377546363084639,6,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.207655037696016,0.324240715417374,0.376071935631055,7,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.200464701185731,0.323380106258083,0.375264599568901,8,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.199814642569234,0.325779793532883,0.375414110923637,9,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.206344371929473,0.322088931469211,0.373576297822349,10,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.207066144553816,0.318068322650369,0.370886144086759,11,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.202894518160041,0.319109129588414,0.371442680381395,12,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.19492107563735,0.319822950075228,0.369511793868402,13,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.191040869136756,0.31482857319032,0.367622245022551,14,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.199763188264982,0.315866025693011,0.367350329346325,15,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.201547172329632,0.318658346438436,0.368247393173423,16,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.209284321667807,0.320244810968122,0.368609244685348,17,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.198207920545673,0.318918052215123,0.370146640982827,18,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.208013547001577,0.320692729247553,0.371389982750168,19,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.202311514939251,0.323875133858945,0.372512962203505,20,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.209131841035993,0.32314343312356,0.374537435402753,21,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.20294612629114,0.322176810115867,0.37409789492803,22,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.206636877732748,0.320187627706797,0.374760764012203,23,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.202907866248388,0.318844347439015,0.373739064004602,24,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.2073165621113,0.324678964531444,0.375173129482999,25,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.207760345989712,0.322256960592028,0.375692557313915,26,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.209218731255789,0.320140761441772,0.373443082999511,27,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.20295360771701,0.320543253615592,0.374404130073199,28,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.208843703451665,0.321814736032905,0.374764049551184,29,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.208019074290414,0.323161149128096,0.375355693470652,30,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
0.208545515476823,0.320458808977884,0.374866696641402,31,"Diagnostic",5,18,0.5,1,"sesonality2","A+B"
