"Survey","nHost","nInfect","nExpectd","nPatent","nTransmit","nTreatments1","nUncomp","innoculationsPerAgeGroup","innoculationsPerAgeGroup_2","Vector_Nv","Vector_Nv_2","inputEIR","simulatedEIR","nMDAs","nMassScreenings","nTreatDiagnostics","nInfectByGenotype","nInfectByGenotype_2","nPatentByGenotype","nPatentByGenotype_2","nHostDrugConcNonZero","nHostDrugConcNonZero_2","nHostDrugConcNonZero_3","nHostDrugConcNonZero_4","sumLogDrugConcNonZero","sumLogDrugConcNonZero_2","Inoculation_S","Inoculation_R","Infection_S","Infection_R","Patent_S","Patent_R"
172,1e+05,73455,98860.8,35759,0.0217633,8438,11014,1431450,83881.8,4129320,23575500,7.31297,3.34748,0,0,8562,71944,10105,26093,2117,0,23482,0,0,-83229.8,0,0.944644598628498,0.0553554013715016,0.876841887164987,0.123158112835013,0.924955689471818,0.0750443105281815
173,1e+05,73555,98860.5,35862,0.0217299,8569,11115,1430060,81715.4,4129320,23575500,7.31297,3.33963,0,0,8690,72138,9991,26183,2098,0,23470,0,0,-83326.1,0,0.945947394037501,0.0540526059624995,0.878349912941835,0.121650087058165,0.925815918814752,0.0741840811852481
174,1e+05,73717,98862,36019,0.0217679,8593,11208,1439660,82331.7,4129320,23575500,7.31297,3.36218,0,0,8732,72304,9958,26076,2126,0,23462,0,0,-82928.1,0,0.945905289759465,0.0540947102405355,0.878947752303615,0.121052247696385,0.924615275512375,0.075384724487625
175,1e+05,73461,98862.6,35937,0.0218117,8742,11273,1440850,83785.2,4129320,23575500,7.31297,3.368,0,0,8876,71974,10036,25965,2160,0,23596,0,0,-83274.5,0,0.94504573946607,0.0549542605339297,0.877624679917083,0.122375320082917,0.9232,0.0768
176,1e+05,73623,98862.5,35692,0.021441,8551,11201,1437570,85254.9,4129320,23575500,7.31297,3.36402,0,0,8652,72190,10099,26036,2136,0,23649,0,0,-83834.6,0,0.944015296834193,0.0559847031658072,0.877273997739674,0.122726002260326,0.924180036916087,0.0758199630839131
177,1e+05,73341,98860.7,35859,0.022041,8653,11157,1426560,82439.8,4129320,23575500,7.31297,3.33349,0,0,8742,71932,10085,25946,2147,0,23727,0,0,-83880.7,0,0.945367918537829,0.0546320814621712,0.877037687308729,0.122962312691271,0.923575267860321,0.0764247321396789
178,1e+05,73606,98862.1,35657,0.0217395,8592,11064,1434660,87244.6,4129320,23575500,7.31297,3.36198,0,0,8706,72103,10243,26008,2226,0,23674,0,0,-83949.8,0,0.942674067743799,0.0573259322562005,0.8756102300051,0.1243897699949,0.921158886448962,0.0788411135510378
179,1e+05,73380,98861.4,35723,0.0218495,8617,11080,1430310,86079.8,4129320,23575500,7.31297,3.34982,0,0,8738,71945,10184,25864,2225,0,23651,0,0,-83659.3,0,0.943233725259824,0.0567662747401756,0.875999951296132,0.124000048703868,0.920787496884902,0.0792125031150984
180,1e+05,73591,98861.3,35591,0.0217224,8613,11130,1430770,85238.1,4129320,23575500,7.31297,3.34895,0,0,8718,72181,10170,25885,2180,0,23615,0,0,-83529.3,0,0.943774640781932,0.0562253592180675,0.876504231885466,0.123495768114534,0.922323178336006,0.0776768216639943
181,1e+05,73530,98861.9,35781,0.022003,8645,11301,1435870,83210.1,4129320,23575500,7.31297,3.35574,0,0,8762,72166,10157,26086,2119,0,23652,0,0,-83733,0,0.945223362481017,0.0547766375189827,0.876620142608991,0.123379857391009,0.92487147668853,0.0751285233114696
182,1e+05,73540,98862.8,35907,0.0215251,8629,11217,1445090,82707.1,4129320,23575500,7.31297,3.375,0,0,8741,72092,10136,25876,2253,0,23730,0,0,-84184.9,0,0.94586512829485,0.0541348717051499,0.87673298633069,0.12326701366931,0.919904724661382,0.0800952753386185
183,1e+05,73491,98861.2,35933,0.0220526,8578,11144,1426720,83901.8,4129320,23575500,7.31297,3.33708,0,0,8701,72055,10155,25992,2078,0,23747,0,0,-84249.3,0,0.944458765258121,0.0555412347418791,0.876474881401289,0.123525118598711,0.925970787317421,0.0740292126825793
184,1e+05,73656,98862.6,36188,0.021664,8608,11221,1443800,83566.7,4129320,23575500,7.31297,3.37403,0,0,8737,72185,10113,26316,2071,0,23549,0,0,-83425,0,0.945287074806594,0.0547129251934064,0.877117305402318,0.122882694597682,0.927044069468419,0.0729559305315814
185,1e+05,73667,98861.6,36179,0.021951,8728,11210,1432940,81584,4129320,23575500,7.31297,3.34569,0,0,8864,72271,9954,26270,2199,0,23622,0,0,-83494.3,0,0.946132250132715,0.053867749867285,0.87894192763758,0.12105807236242,0.922758087744564,0.0772419122554357
186,1e+05,73579,98862.8,35948,0.0217004,8533,11131,1441130,84902.1,4129320,23575500,7.31297,3.37108,0,0,8653,72141,9969,25985,2102,0,23768,0,0,-84267,0,0.944364145420008,0.0556358545799921,0.878589696748264,0.121410303251735,0.925161106561755,0.0748388934382455
187,1e+05,73433,98862,35917,0.0219039,8643,11222,1433920,84045.2,4129320,23575500,7.31297,3.35329,0,0,8749,72030,9937,26189,2121,0,23649,0,0,-83631.9,0,0.944632986316155,0.0553670136838447,0.87876828479754,0.12123171520246,0.925079477216531,0.0749205227834687
188,1e+05,73663,98862.6,36225,0.0219394,8613,11255,1439120,84518.3,4129320,23575500,7.31297,3.36583,0,0,8737,72266,9916,26160,2122,0,23668,0,0,-83862.8,0,0.944528632550127,0.0554713674498731,0.879340974909348,0.120659025090652,0.924969945548405,0.0750300544515946
189,1e+05,73745,98863.2,35902,0.0219248,8684,11145,1444720,82256.5,4129320,23575500,7.31297,3.37317,0,0,8815,72380,9861,26021,2099,0,23721,0,0,-83951.9,0,0.946131129064527,0.0538688709354728,0.880096302330954,0.119903697669046,0.925355618776671,0.0746443812233286
190,1e+05,73689,98862.6,36132,0.021861,8659,11341,1442650,82169.9,4129320,23575500,7.31297,3.36844,0,0,8776,72322,9827,26263,2048,0,23712,0,0,-83934.4,0,0.946111734244812,0.0538882657551885,0.880375902323826,0.119624097676174,0.927660626611564,0.0723393733884356
191,1e+05,73503,98862.9,36057,0.0219484,8713,11078,1439390,84217.5,4129320,23575500,7.31297,3.36575,0,0,8826,72110,9830,26117,2133,0,23870,0,0,-84576.6,0,0.944724937360836,0.055275062639164,0.880034171344886,0.119965828655114,0.924495575221239,0.0755044247787611
192,1e+05,73525,98863.2,35807,0.0217857,8591,11094,1445820,82931.1,4129320,23575500,7.31297,3.3771,0,0,8713,72100,9846,25775,2008,0,23881,0,0,-84564.4,0,0.945752385721914,0.0542476142780862,0.879847704585947,0.120152295414053,0.927725587589533,0.0722744124104668
193,1e+05,73682,98861,36063,0.0217192,8553,11132,1432320,81201.2,4129320,23575500,7.31297,3.34348,0,0,8701,72246,9990,26048,2104,0,23683,0,0,-84093.5,0,0.946349479610857,0.0536505203891429,0.878520356048446,0.121479643951554,0.925262858766695,0.0747371412333049
194,1e+05,73794,98860.7,36072,0.0212832,8586,11153,1428510,80353.8,4129320,23575500,7.31297,3.33317,0,0,8685,72387,9908,26182,2113,0,23548,0,0,-83582.3,0,0.946745491541384,0.0532545084586163,0.879603864147275,0.120396135852725,0.925322495140484,0.0746775048595158
195,1e+05,73754,98859.5,36397,0.0221166,8582,11169,1423110,80640.5,4129320,23575500,7.31297,3.32189,0,0,8678,72318,9942,26471,2132,0,23510,0,0,-83257.7,0,0.946373750166667,0.0536262498333334,0.879139314369074,0.120860685630926,0.925462364087683,0.0745376359123169
196,1e+05,73703,98863.6,36038,0.0218066,8620,11146,1451370,80953.8,4129320,23575500,7.31297,3.38499,0,0,8756,72342,9887,26075,2046,0,23565,0,0,-83156.7,0,0.94716926017856,0.0528307398214398,0.879762614162887,0.120237385837113,0.927242985669073,0.0727570143309271
197,1e+05,73903,98863.1,36363,0.0220703,8545,11138,1447400,80924.6,4129320,23575500,7.31297,3.37616,0,0,8660,72645,9784,26325,2009,0,23596,0,0,-83608.3,0,0.947050122729164,0.0529498772708363,0.881303910031664,0.118696089968336,0.929095785981506,0.0709042140184937
198,1e+05,73886,98863.8,36177,0.0221405,8585,11299,1450020,79349.9,4129320,23575500,7.31297,3.37849,0,0,8704,72601,9614,26408,2026,0,23662,0,0,-83840.6,0,0.948115952850909,0.0518840471490906,0.883062701453506,0.116937298546494,0.928747274389815,0.071252725610185
199,1e+05,73923,98864.3,36481,0.0221281,8614,11139,1456450,78446,4129320,23575500,7.31297,3.39067,0,0,8722,72604,9568,26578,2040,0,23523,0,0,-83202.3,0,0.948891651291032,0.0511083487089679,0.883561310422042,0.116438689577958,0.928716192606052,0.0712838073939479
200,1e+05,73952,98864.6,36045,0.0219516,8625,11092,1454710,79671.4,4129320,23575500,7.31297,3.38954,0,0,8745,72655,9541,26193,2060,0,23728,0,0,-84100.7,0,0.948075882567398,0.0519241174326018,0.883923791912015,0.116076208087985,0.927087388949846,0.072912611050154
201,1e+05,74170,98863.4,36292,0.021914,8664,11319,1446550,80937.4,4129320,23575500,7.31297,3.37434,0,0,8783,72880,9483,26477,2011,0,23675,0,0,-83690.7,0,0.947012721676133,0.052987278323867,0.884863348833821,0.115136651166179,0.929408873911822,0.0705911260881775
202,1e+05,73981,98863.1,36323,0.0220639,8577,11190,1445120,78287.8,4129320,23575500,7.31297,3.36532,0,0,8689,72693,9447,26487,1998,0,23685,0,0,-83955.6,0,0.948610083262013,0.051389916737987,0.884989043097151,0.115010956902849,0.929857819905213,0.0701421800947867
203,1e+05,73885,98864.1,36281,0.0218497,8499,11088,1451900,80340.4,4129320,23575500,7.31297,3.38484,0,0,8614,72510,9607,26581,2034,0,23543,0,0,-83615.8,0,0.947566713421732,0.052433286578268,0.88300839046726,0.11699160953274,0.928918399440853,0.0710816005591473
204,1e+05,73886,98863.7,36201,0.0220128,8686,11215,1452790,75396.3,4129320,23575500,7.31297,3.37586,0,0,8794,72537,9406,26375,1983,0,23515,0,0,-83123.2,0,0.950662887110034,0.0493371128899664,0.885212891888264,0.114787108111736,0.930072642640525,0.0699273573594753
205,1e+05,73884,98864.3,36274,0.0219717,8708,11263,1457090,76541.8,4129320,23575500,7.31297,3.38787,0,0,8822,72573,9368,26375,1922,0,23675,0,0,-83675.5,0,0.950091149648827,0.0499088503511729,0.88567383849355,0.11432616150645,0.932077605399866,0.0679223946001343
206,1e+05,73691,98863.9,36018,0.0219825,8527,11022,1455850,74237.6,4129320,23575500,7.31297,3.38007,0,0,8630,72398,9428,26154,1977,0,23741,0,0,-84050.1,0,0.951481470734094,0.0485185292659061,0.884779898809669,0.115220101190331,0.929721659379332,0.0702783406206676
207,1e+05,73769,98863.1,36220,0.0215613,8462,11014,1452310,73832.4,4129320,23575500,7.31297,3.37135,0,0,8591,72478,9400,26457,2007,0,23644,0,0,-84117,0,0.951621552484224,0.0483784475157757,0.88519504628838,0.11480495371162,0.929489881956155,0.0705101180438449
208,1e+05,73793,98862,36382,0.0222646,8701,11225,1439210,76917.1,4129320,23575500,7.31297,3.34922,0,0,8812,72514,9327,26567,1970,0,23550,0,0,-83377.1,0,0.949267380023746,0.050732619976254,0.886035116872961,0.113964883127039,0.93096681501209,0.0690331849879104
209,1e+05,74011,98864,36192,0.022014,8512,11129,1460300,75679,4129320,23575500,7.31297,3.39305,0,0,8643,72729,9322,26346,1943,0,23553,0,0,-83346,0,0.95072914408335,0.0492708559166499,0.886387734457837,0.113612265542163,0.931316059245643,0.0686839407543568
210,1e+05,73762,98863.4,36294,0.0218466,8553,11173,1451450,75604.3,4129320,23575500,7.31297,3.37337,0,0,8665,72489,9259,26509,1947,0,23623,0,0,-83783.6,0,0.950490103724537,0.0495098962754632,0.886737290208935,0.113262709791065,0.93157857745291,0.0684214225470902
211,1e+05,73888,98862.9,36521,0.0218837,8530,11046,1448640,74746.2,4129320,23575500,7.31297,3.36526,0,0,8659,72627,9255,26597,1946,0,23447,0,0,-83048.7,0,0.950934175457281,0.0490658245427194,0.886971495566791,0.113028504433209,0.931822163052237,0.068177836947763
212,1e+05,73991,98863.3,36503,0.0223312,8561,11152,1449830,77178.5,4129320,23575500,7.31297,3.37328,0,0,8686,72683,9305,26763,1952,0,23438,0,0,-82943.5,0,0.949457714217046,0.0505422857829541,0.88650778162658,0.11349221837342,0.932021591502699,0.0679784084973011
213,1e+05,73802,98865.8,36231,0.0220857,8670,11284,1468590,76602.4,4129320,23575500,7.31297,3.41345,0,0,8799,72566,9183,26512,1927,0,23641,0,0,-83616.5,0,0.95042533214634,0.0495746678536602,0.887668350683189,0.112331649316811,0.932240936741798,0.0677590632582018
214,1e+05,73907,98865.6,36414,0.0218495,8615,11179,1463720,78833.3,4129320,23575500,7.31297,3.40761,0,0,8735,72679,9266,26435,1946,0,23661,0,0,-83722.5,0,0.948894278077782,0.0511057219222182,0.886924156446397,0.113075843553603,0.931433000951341,0.0685669990486593
215,1e+05,73954,98863.9,36462,0.0218943,8577,11201,1450430,75556.3,4129320,23575500,7.31297,3.37098,0,0,8684,72671,9235,26632,1949,0,23586,0,0,-83619.2,0,0.950486908041049,0.0495130919589514,0.8872487974019,0.1127512025981,0.931807844372135,0.0681921556278647
216,1e+05,74069,98863.6,36441,0.0220903,8561,11120,1455110,72817.6,4129320,23575500,7.31297,3.3753,0,0,8675,72774,9160,26711,1914,0,23592,0,0,-83656.2,0,0.952342244488548,0.0476577555114522,0.888202699733932,0.111797300266068,0.933135371179039,0.0668646288209607
217,1e+05,74160,98864.3,36547,0.0223101,8652,11266,1457850,76102.6,4129320,23575500,7.31297,3.38864,0,0,8765,72924,9135,26553,1910,0,23641,0,0,-83739.5,0,0.950387906379897,0.0496120936201027,0.888677658757723,0.111322341242277,0.932895337806978,0.0671046621930225
218,1e+05,74235,98865.8,36545,0.0222989,8637,11265,1466710,76235.7,4129320,23575500,7.31297,3.40846,0,0,8758,72925,9230,26572,1978,0,23620,0,0,-83420.4,0,0.950590808218332,0.049409191781668,0.887651390663989,0.112348609336011,0.930718038528897,0.0692819614711033
219,1e+05,74093,98866.2,36407,0.021822,8575,11167,1469670,75500.6,4129320,23575500,7.31297,3.41336,0,0,8698,72933,9122,26459,1935,0,23769,0,0,-84182.1,0,0.951137693145339,0.0488623068546606,0.888830662360612,0.111169337639388,0.931851799675988,0.0681482003240121
220,1e+05,74019,98864.1,36499,0.0221404,8612,11122,1451850,76065.6,4129320,23575500,7.31297,3.37524,0,0,8742,72771,9333,26579,1949,0,23664,0,0,-83730.6,0,0.950216098323756,0.0497839016762444,0.886327097339959,0.113672902660041,0.931681155356141,0.0683188446438587
221,1e+05,73826,98863.9,36503,0.0220764,8619,11174,1454650,75862.8,4129320,23575500,7.31297,3.38102,0,0,8739,72556,9332,26566,1999,0,23704,0,0,-83965,0,0.950433083604397,0.0495669163956028,0.886039468542399,0.113960531457601,0.930019254332225,0.0699807456677752
222,1e+05,73903,98864.1,36575,0.0217794,8491,11130,1454350,76824.6,4129320,23575500,7.31297,3.38247,0,0,8610,72624,9351,26658,1967,0,23515,0,0,-83424.5,0,0.949826362062171,0.0501736379378289,0.885928636779506,0.114071363220494,0.93128384279476,0.0687161572052402
223,1e+05,74102,98863,36360,0.0217757,8534,11209,1446160,75810.6,4129320,23575500,7.31297,3.36212,0,0,8652,72815,9285,26467,1962,0,23476,0,0,-83047.9,0,0.950189182366598,0.0498108176334024,0.886906211936663,0.113093788063337,0.930985965035703,0.069014034964297
224,1e+05,74095,98862,36525,0.0219714,8481,11037,1443110,75800.8,4129320,23575500,7.31297,3.35537,0,0,8612,72824,9308,26575,1955,0,23549,0,0,-83554.8,0,0.950095291968429,0.049904708031571,0.886670238153217,0.113329761846783,0.931475639677532,0.0685243603224676
225,1e+05,74200,98862.7,36594,0.0220313,8569,11269,1447870,75712.9,4129320,23575500,7.31297,3.36567,0,0,8679,72884,9276,26653,1937,0,23403,0,0,-83061.2,0,0.950306018792939,0.0496939812070613,0.887098344693281,0.112901655306719,0.932249038125219,0.0677509618747814
226,1e+05,74128,98864.3,36425,0.0220663,8703,11151,1458730,77514.2,4129320,23575500,7.31297,3.3937,0,0,8828,72824,9309,26461,1857,0,23551,0,0,-83141.2,0,0.949543047908659,0.0504569520913407,0.886659442611374,0.113340557388626,0.934423334981284,0.065576665018716
227,1e+05,73998,98865.3,36521,0.0219484,8638,11238,1464650,76011.9,4129320,23575500,7.31297,3.40342,0,0,8757,72717,9340,26396,2018,0,23664,0,0,-83786.7,0,0.950662828749124,0.049337171250876,0.886176682062469,0.113823317937531,0.928978672485395,0.0710213275146055
228,1e+05,74310,98864.3,36448,0.021902,8548,11194,1456020,76792.5,4129320,23575500,7.31297,3.38609,0,0,8684,73021,9360,26648,1994,0,23674,0,0,-84006.8,0,0.949900917431193,0.0500990825688073,0.886381568565567,0.113618431434433,0.930381956567279,0.0696180434327212
229,1e+05,74393,98863.5,36379,0.0220065,8624,11195,1448380,77412.4,4129320,23575500,7.31297,3.37058,0,0,8723,73123,9410,26474,1971,0,23664,0,0,-83824.6,0,0.949264133180897,0.0507358668191033,0.885984999939418,0.114015000060582,0.930708384601863,0.0692916153981368
230,1e+05,74354,98863.2,36887,0.0222376,8573,11245,1450190,76844.4,4129320,23575500,7.31297,3.3733,0,0,8687,73076,9411,26802,2042,0,23561,0,0,-83400.6,0,0.949677361557801,0.0503226384421988,0.885909294797968,0.114090705202032,0.929205380668423,0.0707946193315768
231,1e+05,74046,98865.7,36629,0.0222649,8711,11285,1461280,79531.4,4129320,23575500,7.31297,3.40375,0,0,8832,72770,9526,26418,2025,0,23746,0,0,-83855.8,0,0.948383429665694,0.0516165703343057,0.884247108000389,0.115752891999611,0.928804978377808,0.0711950216221918
232,1e+05,74169,98866.2,36505,0.022103,8488,11164,1468420,80567.4,4129320,23575500,7.31297,3.42181,0,0,8589,72906,9538,26639,1992,0,23662,0,0,-83791.6,0,0.947987052702946,0.0520129472970535,0.884309349376546,0.115690650623453,0.930425063742098,0.0695749362579023
233,1e+05,74065,98864.6,36515,0.0219603,8517,11196,1458180,74550.8,4129320,23575500,7.31297,3.38588,0,0,8652,72847,9396,26718,2037,0,23614,0,0,-83921,0,0.951360799952607,0.0486392000473925,0.885753194800773,0.114246805199227,0.929160146061555,0.0708398539384455
234,1e+05,74094,98864.6,36444,0.0222224,8662,11178,1454770,76876.2,4129320,23575500,7.31297,3.38352,0,0,8777,72882,9260,26794,1912,0,23574,0,0,-83340,0,0.94980812148393,0.0501918785160698,0.887268388887536,0.112731611112464,0.933393715599526,0.0666062844004738
235,1e+05,74051,98865.2,36303,0.0222225,8649,11268,1463330,76675.8,4129320,23575500,7.31297,3.40197,0,0,8763,72819,9102,26361,1949,0,23719,0,0,-83873.8,0,0.950210706998636,0.049789293001364,0.888892957849636,0.111107042150364,0.931155068880254,0.0688449311197457
236,1e+05,74138,98864.1,36536,0.0219421,8441,11124,1453830,77005.2,4129320,23575500,7.31297,3.38171,0,0,8568,72801,9281,26582,1926,0,23581,0,0,-83635.9,0,0.949697263297839,0.050302736702161,0.886930143027704,0.113069856972296,0.932440016837379,0.067559983162621
237,1e+05,74227,98863.9,36675,0.0221277,8555,11178,1449580,77855.2,4129320,23575500,7.31297,3.3742,0,0,8674,72968,9373,26607,2038,0,23459,0,0,-83008.8,0,0.949028803316828,0.0509711966831719,0.886168494431693,0.113831505568307,0.928853203002269,0.0711467969977308
238,1e+05,74355,98864.8,36596,0.022138,8593,11208,1461990,75598.9,4129320,23575500,7.31297,3.39663,0,0,8738,73098,9364,26697,1938,0,23443,0,0,-82855,0,0.950832826641764,0.0491671733582364,0.886444665421649,0.113555334578351,0.932320586694604,0.0676794133053955
239,1e+05,74265,98864.3,36530,0.0220367,8609,11129,1453990,78902.5,4129320,23575500,7.31297,3.38626,0,0,8723,72988,9422,26862,1953,0,23664,0,0,-83756.8,0,0.948527049352776,0.0514729506472241,0.885669214901104,0.114330785098896,0.932222800624675,0.0677771993753254
240,1e+05,74215,98864,36346,0.0219483,8679,11216,1453780,75243.3,4129320,23575500,7.31297,3.37775,0,0,8790,72958,9416,26343,2089,0,23701,0,0,-83918.7,0,0.950789958531044,0.049210041468956,0.885692087309102,0.114307912690898,0.926526449071469,0.0734735509285312
241,1e+05,74244,98863.1,36564,0.0217855,8538,11067,1447930,78687.9,4129320,23575500,7.31297,3.37241,0,0,8664,72953,9471,26553,1998,0,23637,0,0,-83744,0,0.948456060943606,0.0515439390563939,0.885094147335727,0.114905852664273,0.930019964274456,0.0699800357255438
242,1e+05,74160,98862.6,36562,0.0216046,8494,11185,1440720,78202.1,4129320,23575500,7.31297,3.3554,0,0,8602,72830,9511,26622,2022,0,23547,0,0,-83575.7,0,0.94851473949849,0.0514852605015096,0.88449253713217,0.11550746286783,0.929409300377042,0.0705906996229577
243,1e+05,74318,98862.6,36664,0.0220839,8506,11081,1446360,75780.9,4129320,23575500,7.31297,3.36248,0,0,8632,72972,9445,26677,1964,0,23436,0,0,-83101.3,0,0.950214267286294,0.0497857327137061,0.885399856825655,0.114600143174345,0.931426975315108,0.0685730246848923
244,1e+05,74431,98864.5,36670,0.0217269,8591,11112,1458690,78781.9,4129320,23575500,7.31297,3.39638,0,0,8700,73107,9562,26576,2067,0,23432,0,0,-82971.7,0,0.948758803331625,0.0512411966683749,0.884333909929962,0.115666090070038,0.927835771392661,0.0721642286073386
245,1e+05,74220,98863.7,36420,0.0218977,8750,11227,1451260,77145.6,4129320,23575500,7.31297,3.37634,0,0,8861,72953,9476,26352,1998,0,23642,0,0,-83460.5,0,0.949525440105689,0.0504745598943108,0.885040459061738,0.114959540938262,0.92952380952381,0.0704761904761905
246,1e+05,74316,98863.6,36622,0.0217578,8381,11047,1450630,78616.1,4129320,23575500,7.31297,3.37824,0,0,8506,73033,9547,26715,2024,0,23542,0,0,-83562.7,0,0.948591596865933,0.0514084031340672,0.884390893678857,0.115609106321143,0.929573054038067,0.0704269459619333
247,1e+05,74089,98862.7,36582,0.0216076,8665,11195,1446100,73975.9,4129320,23575500,7.31297,3.35796,0,0,8792,72790,9399,26469,1903,0,23594,0,0,-83572.8,0,0.951334074831395,0.0486659251686051,0.885641630875178,0.114358369124822,0.932926829268293,0.0670731707317073
248,1e+05,74185,98861.8,36757,0.0220196,8553,11108,1442270,74642.1,4129320,23575500,7.31297,3.35095,0,0,8660,72885,9372,26619,1974,0,23443,0,0,-82848,0,0.950793391390312,0.0492066086096881,0.886064407892337,0.113935592107663,0.930962123596685,0.0690378764033155
249,1e+05,74239,98863.5,36729,0.0222001,8578,11271,1457250,73966.7,4129320,23575500,7.31297,3.3826,0,0,8687,72996,9318,26533,2014,0,23657,0,0,-83806.4,0,0.951694165822512,0.0483058341774877,0.886799329397186,0.113200670602814,0.929449679475952,0.0705503205240481
250,1e+05,74232,98864.8,36465,0.0219905,8615,11151,1457400,79097.5,4129320,23575500,7.31297,3.39422,0,0,8723,72978,9515,26635,1993,0,23617,0,0,-83676.1,0,0.948520905500985,0.0514790944990148,0.884656879977695,0.115343120022305,0.930382841972894,0.0696171580271063
251,1e+05,74178,98863.9,36817,0.0221076,8484,11101,1452480,77410.9,4129320,23575500,7.31297,3.37968,0,0,8619,72925,9437,26775,2098,0,23641,0,0,-83824.3,0,0.949401032452706,0.0505989675472937,0.885420460892159,0.114579539107841,0.927336958404045,0.0726630415959547
252,1e+05,74392,98864.3,36901,0.0220666,8486,11156,1452200,79854.6,4129320,23575500,7.31297,3.38441,0,0,8598,73056,9635,26857,2033,0,23432,0,0,-83171.6,0,0.947877445098889,0.0521225549011112,0.883481878318076,0.116518121681924,0.92962962962963,0.0703703703703704
253,1e+05,74231,98865.3,36720,0.0223245,8609,11219,1460950,79125.2,4129320,23575500,7.31297,3.40213,0,0,8725,72952,9571,26707,1985,0,23463,0,0,-82904.2,0,0.948622508822946,0.0513774911770542,0.884020212546805,0.115979787453195,0.930816952460616,0.0691830475393838
254,1e+05,74125,98865.6,36600,0.0222676,8757,11356,1458660,82943,4129320,23575500,7.31297,3.40547,0,0,8885,72799,9692,26682,1981,0,23676,0,0,-83506.7,0,0.946196913213065,0.0538030867869354,0.882508394855196,0.117491605144804,0.93088650873949,0.0691134912605101
255,1e+05,74238,98865.7,36666,0.0219336,8534,11138,1464150,76772.9,4129320,23575500,7.31297,3.40399,0,0,8659,72944,9631,26670,2183,0,23780,0,0,-84337.3,0,0.950177325549513,0.0498226744504868,0.88336663639116,0.11663336360884,0.92434062315877,0.0756593768412297
256,1e+05,74339,98864.3,36643,0.0221959,8602,11195,1450700,80281.4,4129320,23575500,7.31297,3.38206,0,0,8703,73004,9706,26597,2005,0,23703,0,0,-84151.8,0,0.947562132368166,0.0524378676318341,0.882650223673075,0.117349776326925,0.929900006992518,0.070099993007482
257,1e+05,74262,98865.3,36529,0.0218588,8517,11121,1456600,82633,4129320,23575500,7.31297,3.40026,0,0,8618,72937,9837,26507,2126,0,23530,0,0,-83327.1,0,0.946315470107515,0.0536845298924854,0.881158334742794,0.118841665257206,0.925750008731184,0.0742499912688157
258,1e+05,74425,98864,36827,0.0218723,8519,11163,1449130,80478.4,4129320,23575500,7.31297,3.379,0,0,8630,73130,9767,26490,2095,0,23432,0,0,-83177.3,0,0.947386272198819,0.052613727801181,0.882179089713741,0.117820910286259,0.926709812838902,0.0732901871610985
259,1e+05,74280,98863.9,36827,0.021994,8549,11103,1444050,84099.8,4129320,23575500,7.31297,3.37577,0,0,8672,72965,9925,26714,2116,0,23435,0,0,-83025.8,0,0.944966259197887,0.0550337408021125,0.880262999155507,0.119737000844493,0.926604231703087,0.0733957682969129
260,1e+05,74359,98864.5,36757,0.0224251,8655,11301,1455370,78976.2,4129320,23575500,7.31297,3.38948,0,0,8767,73132,9710,26750,2101,0,23531,0,0,-83152.5,0,0.948527783364667,0.051472216635333,0.882788923492914,0.117211076507086,0.927177567501993,0.072822432498007
261,1e+05,74345,98866.4,36818,0.0220061,8570,11092,1466300,82885.6,4129320,23575500,7.31297,3.42227,0,0,8676,72992,9834,26771,2071,0,23638,0,0,-83770.4,0,0.946497308004928,0.0535026919950715,0.881269166686789,0.118730833313211,0.928194993412385,0.0718050065876153
262,1e+05,74297,98865.6,36801,0.0222888,8604,11192,1461480,76720.7,4129320,23575500,7.31297,3.39796,0,0,8717,72990,9769,26765,2078,0,23668,0,0,-83785.6,0,0.95012308861906,0.0498769113809401,0.881958457690402,0.118041542309598,0.927954789723677,0.0720452102763235
263,1e+05,74367,98866.6,36705,0.0221158,8585,11079,1466650,80186.3,4129320,23575500,7.31297,3.41709,0,0,8710,73052,9676,26744,2088,0,23658,0,0,-83834.7,0,0.948161095004041,0.0518389049959585,0.883038390871289,0.116961609128711,0.927580466148724,0.0724195338512764
264,1e+05,74412,98866.2,36634,0.0221668,8730,11341,1463720,78976.4,4129320,23575500,7.31297,3.40791,0,0,8854,73113,9675,26715,2051,0,23763,0,0,-84134.5,0,0.948806258963202,0.0511937410367976,0.883135236990868,0.116864763009132,0.928700549259542,0.0712994507404575
265,1e+05,74518,98866.1,36878,0.02208,8513,11135,1462230,80889.2,4129320,23575500,7.31297,3.40885,0,0,8645,73261,9672,26911,2072,0,23561,0,0,-83485,0,0.94758071832688,0.0524192816731203,0.883375737040744,0.116624262959256,0.928509816099093,0.0714901839009074
266,1e+05,74419,98865.8,36871,0.0221471,8528,11180,1458980,79679.9,4129320,23575500,7.31297,3.39902,0,0,8646,73187,9711,26789,2030,0,23674,0,0,-84036.3,0,0.948214741932249,0.051785258067751,0.882856039952713,0.117143960047287,0.929560359485062,0.0704396405149381
267,1e+05,74363,98865.8,36856,0.0221725,8783,11291,1461190,80288.9,4129320,23575500,7.31297,3.40523,0,0,8910,73084,9714,26801,2048,0,23697,0,0,-83754.1,0,0.947914369765295,0.0520856302347051,0.882678325563419,0.117321674436581,0.92900967104579,0.0709903289542099
