"Survey","nHost","nInfect","nExpectd","nPatent","nTransmit","nTreatments1","nUncomp","innoculationsPerAgeGroup","innoculationsPerAgeGroup_2","Vector_Nv","Vector_Nv_2","inputEIR","simulatedEIR","nMDAs","nMassScreenings","nTreatDiagnostics","nInfectByGenotype","nInfectByGenotype_2","nPatentByGenotype","nPatentByGenotype_2","nHostDrugConcNonZero","nHostDrugConcNonZero_2","nHostDrugConcNonZero_3","nHostDrugConcNonZero_4","sumLogDrugConcNonZero","sumLogDrugConcNonZero_2","Inoculation_S","Inoculation_R","Infection_S","Infection_R","Patent_S","Patent_R"
352,1e+05,74724,98863.8,37039,0.0220137,8462,11159,1457640,74537,4129320,23575500,7.31297,3.38469,0,0,8581,73507,9164,26966,1866,0,23424,0,0,-83134.2,0,0.951352226276729,0.0486477737232709,0.889150971924859,0.110849028075141,0.935280244173141,0.064719755826859
353,1e+05,74659,98864.4,36984,0.0217576,8553,10998,1458170,72720.2,4129320,23575500,7.31297,3.38182,0,0,8665,73533,9065,26906,1943,0,23391,0,0,-82719.5,0,0.952498095552509,0.0475019044474908,0.890251579941403,0.109748420058597,0.932649311934556,0.0673506880654442
354,1e+05,74817,98862.8,37129,0.0219774,8630,11306,1447100,77585.5,4129320,23575500,7.31297,3.36816,0,0,8758,73590,9374,27055,1927,0,23484,0,0,-82895,0,0.949113768052493,0.0508862319475065,0.887011233788149,0.112988766211851,0.933510454765027,0.0664895452349734
355,1e+05,74851,98863.7,36825,0.0219375,8621,11036,1453010,75226.2,4129320,23575500,7.31297,3.37599,0,0,8722,73574,9356,26920,1993,0,23701,0,0,-84102.2,0,0.950775802850371,0.0492241971496291,0.887181960689738,0.112818039310262,0.931069069276796,0.0689309307232041
356,1e+05,74786,98863.4,37204,0.0219404,8366,11114,1455150,74248.3,4129320,23575500,7.31297,3.37853,0,0,8488,73597,9342,27136,1902,0,23424,0,0,-83296.9,0,0.951452607211607,0.0485473927883927,0.887363001724159,0.112636998275841,0.934499621186032,0.0655003788139679
357,1e+05,74735,98863.6,36929,0.0220959,8599,11133,1449900,76916.6,4129320,23575500,7.31297,3.37285,0,0,8708,73457,9382,26863,2059,0,23356,0,0,-82622.7,0,0.949622895113925,0.0503771048860747,0.886744166395055,0.113255833604945,0.92880851946615,0.0711914805338497
358,1e+05,74765,98863.9,36839,0.0218803,8540,11155,1458590,75298.8,4129320,23575500,7.31297,3.38848,0,0,8669,73512,9320,26706,1986,0,23548,0,0,-83272.6,0,0.950909870389561,0.0490901296104385,0.88748309831949,0.11251690168051,0.930782099539941,0.0692179004600586
359,1e+05,74674,98862.9,36958,0.0222627,8667,11174,1443970,78900.7,4129320,23575500,7.31297,3.36413,0,0,8779,73413,9439,26989,1952,0,23582,0,0,-83400.3,0,0.948189495010968,0.0518105049890316,0.88607396321151,0.11392603678849,0.932552434262811,0.0674475657371894
360,1e+05,74764,98864.8,36693,0.021753,8557,11082,1462160,77072.8,4129320,23575500,7.31297,3.40028,0,0,8675,73620,9405,26650,2003,0,23648,0,0,-83826.5,0,0.949927782204225,0.0500722177957746,0.886720867208672,0.113279132791328,0.930094579974174,0.0699054200258263
361,1e+05,74642,98863.1,36947,0.0219687,8464,11048,1447590,77265.2,4129320,23575500,7.31297,3.36851,0,0,8582,73389,9529,26736,2018,0,23506,0,0,-83345.6,0,0.949329483874928,0.0506705161250721,0.885079234906775,0.114920765093225,0.929818460040342,0.0701815399596578
362,1e+05,74854,98862.9,37045,0.0220176,8550,11111,1448300,74421.8,4129320,23575500,7.31297,3.3638,0,0,8645,73698,9259,27057,1977,0,23404,0,0,-82859.8,0,0.951125806434242,0.0488741935657584,0.888387960027484,0.111612039972516,0.9319074188882,0.0680925811118
363,1e+05,74925,98863.5,37179,0.0220543,8638,11253,1452250,76741.4,4129320,23575500,7.31297,3.37767,0,0,8745,73668,9285,27150,1939,0,23480,0,0,-82903.4,0,0.949809135617113,0.0501908643828867,0.888069147589599,0.111930852410401,0.933342500601602,0.066657499398398
364,1e+05,74825,98864.5,36912,0.0221681,8720,11239,1460200,74490.8,4129320,23575500,7.31297,3.39024,0,0,8832,73602,9228,26822,1963,0,23763,0,0,-84030,0,0.951462014367976,0.0485379856320244,0.888591090184716,0.111408909815284,0.931804759423311,0.0681952405766892
365,1e+05,74669,98864.4,36938,0.0218723,8585,11277,1461420,74376.6,4129320,23575500,7.31297,3.39267,0,0,8701,73442,9266,27007,1912,0,23707,0,0,-84005.7,0,0.95157132135857,0.0484286786414295,0.887967306669246,0.112032693330754,0.933884297520661,0.0661157024793388
366,1e+05,74564,98863.6,36667,0.0217248,8584,11051,1453230,73760.2,4129320,23575500,7.31297,3.37325,0,0,8693,73372,9092,26761,1873,0,23770,0,0,-84303.6,0,0.95169569523105,0.0483043047689501,0.889745828482732,0.110254171517268,0.934588251728714,0.0654117482712859
367,1e+05,74689,98862,36958,0.0214662,8403,10973,1445020,73823.5,4129320,23575500,7.31297,3.35521,1e+05,0,8520,73455,9155,27192,1904,6908,16626,99538,-16161.2,-67710.6,-338403,0.951394926468724,0.0486050735312756,0.88917806560949,0.11082193439051,0.934561451745944,0.0654385482540555
368,1e+05,74878,98860.3,37074,0.0218655,8730,11323,1432710,72318,4129320,23575500,7.31297,3.3247,0,0,8872,73535,9323,26857,1996,15396,8096,99538,-45493.9,-37793.4,-338460,0.951949066728327,0.0480509332716733,0.887482198460016,0.112517801539984,0.930821751637611,0.0691782483623887
369,1e+05,74882,98862.9,36954,0.0223432,8666,11294,1452420,74728.7,4129320,23575500,7.31297,3.37358,0,0,8804,73495,9472,26651,2152,22584,1038,99538,-77834.7,-5282.77,-338490,0.951066520241284,0.0489334797587164,0.885834126821507,0.114165873178493,0.925285560531889,0.074714439468111
370,1e+05,75171,98866.3,37400,0.0221738,8587,11257,1457270,94064.5,4129320,23575500,7.31297,3.42696,0,0,8736,73544,10488,26973,2400,23583,0,99538,-83339.3,0,-338509,0.939365430215083,0.0606345697849174,0.87519040365575,0.12480959634425,0.918292309263609,0.0817076907363906
371,1e+05,75230,98866.8,37488,0.0225713,8720,11402,1445930,101481,4129320,23575500,7.31297,3.4183,0,0,8866,73395,11357,26613,2862,23650,0,99538,-83480.9,0,-338520,0.934418845413403,0.0655811545865966,0.865997262601473,0.134002737398527,0.902900763358779,0.0970992366412214
372,1e+05,75197,98868.7,37399,0.0226182,8848,11417,1438650,121601,4129320,23575500,7.31297,3.44671,0,0,9022,73082,12790,26380,3086,23763,0,99538,-83625.6,0,-338528,0.922063180860003,0.0779368191399974,0.851057387739892,0.148942612260108,0.895269123735831,0.104730876264169
373,1e+05,75272,98869.8,37639,0.0224034,8736,11415,1433110,134881,4129320,23575500,7.31297,3.46378,0,0,8904,72840,14168,26339,3711,23914,0,99538,-84152.3,0,-338533,0.91397846033555,0.0860215396644496,0.837164398675984,0.162835601324016,0.876505823627288,0.123494176372712
374,1e+05,75424,98868.7,37842,0.0222341,8757,11452,1399420,156745,4129320,23575500,7.31297,3.43768,0,0,8909,72527,15956,26323,4095,23882,0,99538,-84215.3,0,-338536,0.899274819829517,0.100725180170483,0.819671575330855,0.180328424669145,0.865375764350056,0.134624235649944
375,1e+05,75202,98868.4,37796,0.0226568,8837,11475,1378770,174984,4129320,23575500,7.31297,3.43236,0,0,9010,72089,17557,25884,4668,23845,0,99538,-83943.9,0,-338539,0.887379855498361,0.112620144501639,0.804151886308368,0.195848113691632,0.847211311861744,0.152788688138256
376,1e+05,75420,98870.6,37889,0.022431,8795,11535,1366900,206520,4129320,23575500,7.31297,3.47582,0,0,8956,71798,19788,25588,5347,23850,0,99538,-83763.5,0,-338540,0.868744518310432,0.131255481689568,0.783940776974647,0.216059223025353,0.827153709390658,0.172846290609342
377,1e+05,75624,98870.7,38452,0.0227945,8872,11533,1337490,231684,4129320,23575500,7.31297,3.46641,0,0,9033,71529,22073,25571,5961,23929,0,99538,-84239.4,0,-338542,0.852352893942928,0.147647106057072,0.764182389265187,0.235817610734813,0.810953951541291,0.189046048458709
378,1e+05,75772,98872.9,38308,0.0229032,8849,11718,1317690,266542,4129320,23575500,7.31297,3.49967,0,0,9042,71020,24699,24906,6702,23793,0,99538,-83388.8,0,-338543,0.831753177564902,0.168246822435098,0.741963455531295,0.258036544468705,0.787965072133637,0.212034927866363
379,1e+05,75859,98875.1,38464,0.0230207,9062,11713,1290380,308460,4129320,23575500,7.31297,3.53195,0,0,9252,70411,27497,24724,7766,24020,0,99538,-84051.5,0,-338544,0.80707262765505,0.19292737234495,0.719154716672795,0.280845283327205,0.760972606955986,0.239027393044014
380,1e+05,76043,98876.7,38331,0.0231413,9224,11899,1256600,350018,4129320,23575500,7.31297,3.54915,0,0,9425,69593,30663,23758,8738,24273,0,99538,-84633.9,0,-338545,0.782139873946389,0.217860126053611,0.694152968400894,0.305847031599106,0.731105366814377,0.268894633185623
381,1e+05,76217,98877.3,38698,0.0230822,9063,11843,1216220,394349,4129320,23575500,7.31297,3.55784,0,0,9290,68876,33743,23336,9933,24404,0,99538,-85272.5,0,-338545,0.755149267122365,0.244850732877635,0.671181749968329,0.328818250031671,0.701433767170639,0.298566232829361
382,1e+05,76431,98877.3,38910,0.0235434,9228,12011,1164960,443256,4129320,23575500,7.31297,3.55265,0,0,9468,68030,37084,22790,10908,24363,0,99538,-84900.4,0,-338546,0.724380307122924,0.275619692877076,0.647202085354948,0.352797914645052,0.67630126416998,0.32369873583002
383,1e+05,76660,98879.8,39338,0.0238243,9224,12023,1122820,504532,4129320,23575500,7.31297,3.59493,0,0,9459,67151,40390,22134,12056,24472,0,99538,-85244,0,-338546,0.689967505493587,0.310032494506413,0.624422313350257,0.375577686649743,0.647382275519158,0.352617724480842
384,1e+05,76645,98882.2,39516,0.0239022,9439,12258,1073480,569230,4129320,23575500,7.31297,3.62888,0,0,9705,65783,43666,21240,13541,24646,0,99538,-85420,0,-338547,0.653481137875827,0.346518862124173,0.601037926340122,0.398962073659878,0.610678243868779,0.389321756131221
385,1e+05,76783,98885,39545,0.0238185,9557,12411,1022290,635453,4129320,23575500,7.31297,3.66208,0,0,9802,64447,46700,20341,14774,24854,0,99538,-85900.9,0,-338548,0.616675805598335,0.383324194401665,0.57983571306468,0.42016428693532,0.579268119037448,0.420731880962552
386,1e+05,77011,98887,39928,0.0241582,9408,12364,965244,706032,4129320,23575500,7.31297,3.69197,0,0,9701,63024,50002,19523,15932,24925,0,99538,-86441.8,0,-338548,0.577549130125724,0.422450869874276,0.557606214499319,0.442393785500681,0.550641658440276,0.449358341559724
387,1e+05,77162,98888.8,40105,0.0246815,9630,12516,912409,768474,4129320,23575500,7.31297,3.71319,0,0,9952,61637,52795,18551,17386,24852,0,99538,-85737.2,0,-338548,0.542815294104349,0.457184705895651,0.538634298098434,0.461365701901566,0.516208921167599,0.483791078832401
388,1e+05,77455,98892.3,40442,0.0248024,9596,12512,851729,855992,4129320,23575500,7.31297,3.77249,0,0,9917,59694,56024,17522,18624,24906,0,99538,-85898.7,0,-338548,0.498751845295572,0.501248154704428,0.515857515684682,0.484142484315318,0.484756266253527,0.515243733746473
389,1e+05,77750,98894.4,41104,0.0249164,9906,12784,790810,927257,4129320,23575500,7.31297,3.79532,0,0,10259,58137,58606,16668,20052,25024,0,99538,-85814.2,0,-338548,0.460290547458277,0.539709452541723,0.497991314254388,0.502008685745612,0.453921568627451,0.546078431372549
390,1e+05,77993,98896.8,41048,0.0251988,9768,12882,733425,999555,4129320,23575500,7.31297,3.82827,0,0,10087,56246,61194,15477,21077,25267,0,99538,-86749.2,0,-338549,0.423216078662189,0.576783921337811,0.478933923705722,0.521066076294278,0.423400995787055,0.576599004212945
391,1e+05,77980,98898.8,40976,0.0255725,9992,12975,678545,1069180,4129320,23575500,7.31297,3.86083,0,0,10333,53958,63181,14415,22418,25556,0,99538,-87588.7,0,-338549,0.388244718133574,0.611755281866426,0.460632240329864,0.539367759670136,0.391361007791926,0.608638992208074
392,1e+05,78361,98901.5,41386,0.0255051,9930,12861,609107,1155860,4129320,23575500,7.31297,3.89892,0,0,10265,51673,65449,13298,23246,25558,0,99538,-87642.1,0,-338549,0.34510956862083,0.65489043137917,0.441189528867335,0.558810471132665,0.363890105078809,0.636109894921191
393,1e+05,78690,98903.4,41654,0.0258733,10117,13128,554621,1222760,4129320,23575500,7.31297,3.92637,0,0,10486,49350,67525,12203,24594,25565,0,99538,-87219.5,0,-338550,0.312043956810611,0.687956043189389,0.422245989304813,0.577754010695187,0.331630295948039,0.668369704051961
394,1e+05,78986,98905.1,42176,0.0261514,10084,13276,498367,1290980,4129320,23575500,7.31297,3.95281,0,0,10431,46816,69390,11212,25693,25662,0,99538,-87604,0,-338550,0.278518923383782,0.721481076616218,0.40287076398809,0.59712923601191,0.303807072212437,0.696192927787563
395,1e+05,78997,98908.3,42068,0.0267925,10296,13265,447445,1361080,4129320,23575500,7.31297,3.99521,0,0,10698,44144,70689,10038,26554,25857,0,99538,-87892.9,0,-338550,0.247408799988941,0.752591200011059,0.384419112972752,0.615580887027248,0.27432225623087,0.72567774376913
396,1e+05,79135,98911.8,42385,0.0265495,10254,13427,406895,1433970,4129320,23575500,7.31297,4.06661,0,0,10621,41540,71894,9232,27524,26088,0,99538,-88894.9,0,-338550,0.221034676632996,0.778965323367004,0.366204136325969,0.633795863674031,0.25116987702688,0.74883012297312
397,1e+05,79260,98912.7,42588,0.0264948,10389,13382,353864,1485050,4129320,23575500,7.31297,4.06229,0,0,10771,38607,73028,8244,28101,26104,0,99538,-88880.8,0,-338550,0.192430967407937,0.807569032592062,0.345832400232902,0.654167599767098,0.226826248452332,0.773173751547668
398,1e+05,79490,98913.4,42752,0.0270988,10417,13639,312199,1531460,4129320,23575500,7.31297,4.07276,0,0,10846,35931,74098,7178,28584,26202,0,99538,-89019.8,0,-338550,0.169336628953619,0.830663371046381,0.326559361622845,0.673440638377155,0.200715843632906,0.799284156367094
399,1e+05,79496,98915.7,42798,0.0271179,10392,13501,277472,1584800,4129320,23575500,7.31297,4.11394,0,0,10764,33283,74911,6421,29425,26307,0,99538,-89438.6,0,-338550,0.14899649460444,0.85100350539556,0.307623343253785,0.692376656746215,0.179127378229091,0.820872621770909
400,1e+05,79696,98917.2,43000,0.0272796,10496,13596,242545,1628280,4129320,23575500,7.31297,4.1328,0,0,10903,30606,75671,5702,29880,26352,0,99538,-89444.2,0,-338551,0.129646011786244,0.870353988213756,0.287983288952454,0.712016711047546,0.160249564386488,0.839750435613512
401,1e+05,79803,98918.5,43300,0.0273148,10572,13655,213120,1668520,4129320,23575500,7.31297,4.1567,0,0,10978,28184,76234,4983,30528,26398,0,99538,-89427.8,0,-338551,0.11326289832274,0.88673710167726,0.269915148729146,0.730084851270854,0.140322716904621,0.859677283095379
402,1e+05,79834,98919.4,43129,0.0272473,10441,13539,180215,1705560,4129320,23575500,7.31297,4.16584,0,0,10880,25592,76807,4526,30779,26463,0,99538,-89702.1,0,-338551,0.0955654836870783,0.904434516312922,0.249924315667145,0.750075684332855,0.128197139215409,0.871802860784591
403,1e+05,79939,98919.3,43364,0.0268735,10479,13540,161641,1723430,4129320,23575500,7.31297,4.16428,0,0,10857,23344,77269,3822,31208,26371,0,99538,-89400.3,0,-338551,0.0857479638697959,0.914252036130204,0.232017731307088,0.767982268692912,0.109106480159863,0.890893519840137
404,1e+05,80051,98918.2,43331,0.0273805,10336,13513,135369,1736890,4129320,23575500,7.31297,4.136,0,0,10725,21153,77763,3419,31296,26152,0,99538,-88678.9,0,-338551,0.0723024966097105,0.927697503390289,0.213848113550892,0.786151886449108,0.0984876854385712,0.901512314561429
405,1e+05,80103,98919,43582,0.0277118,10428,13618,120032,1763840,4129320,23575500,7.31297,4.16158,0,0,10839,19157,78155,2960,31865,26149,0,99538,-88699.7,0,-338552,0.0637155815257087,0.936284418474291,0.196861640907596,0.803138359092404,0.0849964106245513,0.915003589375449
406,1e+05,79953,98921.2,43404,0.0275419,10481,13670,104376,1795560,4129320,23575500,7.31297,4.19712,0,0,10900,17231,78330,2603,31900,26296,0,99538,-88837.9,0,-338552,0.0549365873376787,0.945063412662321,0.180314144891745,0.819685855108255,0.0754427151262209,0.924557284873779
407,1e+05,80218,98921,43673,0.0275502,10469,13738,90345.1,1810130,4129320,23575500,7.31297,4.19829,0,0,10856,15474,78755,2234,32390,26281,0,99538,-89055.7,0,-338553,0.0475381655881732,0.952461834411827,0.164216960808244,0.835783039191756,0.064521719038817,0.935478280961183
408,1e+05,80261,98921.1,43801,0.0275855,10422,13523,77378.8,1818690,4129320,23575500,7.31297,4.18854,0,0,10887,13785,78996,1940,32255,26258,0,99538,-88939.7,0,-338554,0.0408101225018839,0.959189877498116,0.148575678209978,0.851424321790022,0.0567334405614856,0.943266559438514
409,1e+05,80297,98921.5,44030,0.0274922,10398,13461,66028,1836020,4129320,23575500,7.31297,4.20176,0,0,10798,12347,79232,1657,32611,26108,0,99538,-88329.8,0,-338554,0.034714160736217,0.965285839263783,0.134823485733629,0.865176514266371,0.0483541496439827,0.951645850356017
410,1e+05,80104,98921.4,43782,0.0273939,10351,13539,55827.3,1841920,4129320,23575500,7.31297,4.19228,0,0,10764,11014,79133,1475,32515,26051,0,99538,-88191.3,0,-338554,0.0294176679898319,0.970582332010168,0.122178220018414,0.877821779981586,0.0433951162106502,0.95660488378935
411,1e+05,80295,98921.2,43729,0.027381,10439,13619,48049.5,1849480,4129320,23575500,7.31297,4.19179,0,0,10844,9697,79494,1280,32665,25902,0,99538,-87722.6,0,-338554,0.0253221359667926,0.974677864033207,0.10872173201332,0.89127826798668,0.0377080571512741,0.962291942848726
412,1e+05,80287,98920.8,43526,0.0274719,10399,13581,41709.7,1851280,4129320,23575500,7.31297,4.18176,0,0,10796,8534,79566,1050,32616,26043,0,99538,-88006.3,0,-338554,0.0220337701784643,0.977966229821536,0.0968671963677639,0.903132803632236,0.031188736410622,0.968811263589378
413,1e+05,80468,98920.8,44005,0.0275188,10388,13542,36467.4,1858410,4129320,23575500,7.31297,4.18594,0,0,10799,7609,79870,969,33036,26033,0,99538,-88240.7,0,-338555,0.0192452556561179,0.980754744343882,0.0869808754100984,0.913019124589902,0.0284958094397883,0.971504190560212
414,1e+05,80219,98922,44046,0.0276234,10377,13588,31378.8,1871580,4129320,23575500,7.31297,4.20376,0,0,10789,6844,79679,808,32881,26148,0,99538,-88491.4,0,-338555,0.0164894794359184,0.983510520564082,0.0791003548189499,0.92089964518105,0.0239840897622369,0.976015910237763
415,1e+05,80515,98922,44224,0.0270973,10292,13549,27027.3,1880560,4129320,23575500,7.31297,4.21401,0,0,10726,6027,80000,695,33253,25959,0,99538,-87911.5,0,-338555,0.0141683161761456,0.985831683823854,0.0700593999558278,0.929940600044172,0.020472487333569,0.979527512666431
416,1e+05,80470,98920.3,43980,0.0279072,10341,13622,22913.1,1864430,4129320,23575500,7.31297,4.16928,0,0,10761,5271,80041,609,33073,25850,0,99538,-87258.5,0,-338556,0.0121403999092693,0.987859600090731,0.0617849774943736,0.938215022505626,0.01808087405736,0.98191912594264
417,1e+05,80606,98922.4,43864,0.0273851,10260,13543,20703.3,1888460,4129320,23575500,7.31297,4.21745,0,0,10666,4657,80205,516,32980,25830,0,99538,-87344.9,0,-338557,0.0108441745135159,0.989155825486484,0.0548773302538239,0.945122669746176,0.0154048244566515,0.984595175543348
418,1e+05,80436,98920.8,43861,0.0271657,10407,13554,16774.3,1876520,4129320,23575500,7.31297,4.18245,0,0,10794,4014,80109,426,33066,25941,0,99538,-87631.5,0,-338557,0.0088598481493342,0.991140151850666,0.0477158446560394,0.952284155343961,0.0127194553923325,0.987280544607667
419,1e+05,80374,98919.1,43762,0.0271511,10380,13524,13959.7,1864470,4129320,23575500,7.31297,4.14959,0,0,10738,3571,80101,386,33101,25900,0,99538,-87595.7,0,-338557,0.00743157968594726,0.992568420314053,0.0426785543551009,0.957321445644899,0.0115268611700063,0.988473138829994
420,1e+05,80159,98918.9,43472,0.0270262,10361,13506,12197.6,1866330,4129320,23575500,7.31297,4.1498,0,0,10716,3064,79918,337,32960,26020,0,99538,-88155.7,0,-338557,0.00649317050225932,0.993506829497741,0.0369236701935359,0.963076329806464,0.010121031924798,0.989878968075202
421,1e+05,80339,98917.8,43773,0.0271474,10224,13361,12143.2,1861400,4129320,23575500,7.31297,4.1388,0,0,10644,2720,80093,291,33155,25846,0,99538,-87622,0,-338557,0.00648140912897018,0.99351859087103,0.0328450847089225,0.967154915291077,0.00870059199904323,0.991299408000957
422,1e+05,80346,98918.2,43981,0.0273102,10238,13526,8839.83,1867350,4129320,23575500,7.31297,4.14467,0,0,10626,2395,80143,261,33229,25665,0,99538,-87056.7,0,-338557,0.0047115861405133,0.995288413859487,0.0290169376529598,0.97098306234704,0.00779337115556883,0.992206628844431
423,1e+05,80274,98918.7,43449,0.0270489,10190,13325,7421.5,1872740,4129320,23575500,7.31297,4.15349,0,0,10616,2072,80109,212,32951,25725,0,99538,-87063.5,0,-338557,0.00394726729592112,0.996052732704079,0.0252126403913313,0.974787359608669,0.00639266652594759,0.993607333474052
424,1e+05,80336,98916.7,43802,0.0271675,10331,13456,6327.44,1859540,4129320,23575500,7.31297,4.12186,0,0,10717,1762,80184,177,33069,25663,0,99538,-86850.8,0,-338558,0.00339115194592816,0.996608848054072,0.0215019647084666,0.978498035291533,0.00532394874571377,0.994676051254286
425,1e+05,80067,98917,43213,0.0267567,10210,13325,5286.11,1858360,4129320,23575500,7.31297,4.11691,0,0,10655,1516,79941,137,32965,25700,0,99538,-87002.9,0,-338558,0.0028364344344324,0.997163565565568,0.0186110463189167,0.981388953681083,0.00413872273578636,0.995861277264214
426,1e+05,80350,98914.8,43624,0.0267934,10193,13340,4174.61,1847860,4129320,23575500,7.31297,4.09131,0,0,10618,1281,80248,100,33059,25631,0,99538,-86947.4,0,-338558,0.00225406694748539,0.997745933052515,0.0157122005666695,0.98428779943333,0.00301577249012335,0.996984227509877
427,1e+05,80228,98914.8,43398,0.0269099,10402,13498,4149.91,1843620,4129320,23575500,7.31297,4.08184,0,0,10806,1129,80118,103,32822,25738,0,99538,-86934.9,0,-338558,0.00224590192617651,0.997754098073824,0.0138958976946841,0.986104102305316,0.00312832194381169,0.996871678056188
428,1e+05,80199,98915.1,43698,0.0265319,10014,13129,3895.67,1853980,4129320,23575500,7.31297,4.10418,0,0,10369,999,80115,94,33013,25577,0,99538,-86684.3,0,-338558,0.0020968410657964,0.997903158934204,0.0123159997041201,0.98768400029588,0.00283927870238922,0.997160721297611
429,1e+05,80199,98912.8,43576,0.0267,10090,13284,3440.15,1828310,4129320,23575500,7.31297,4.04648,0,0,10486,900,80126,81,33056,25516,0,99538,-86847.3,0,-338558,0.00187806726807147,0.998121932731929,0.0111075457260632,0.988892454273937,0.00244439750128255,0.997555602498717
430,1e+05,80414,98913.6,43374,0.0265579,10123,13376,3119.24,1839920,4129320,23575500,7.31297,4.07144,0,0,10525,791,80343,72,32754,25256,0,99538,-85624.4,0,-338558,0.00169244361829214,0.998307556381708,0.00974930362116992,0.99025069637883,0.00219338329373058,0.997806616706269
431,1e+05,80149,98912.9,43472,0.0267405,10262,13267,2675.14,1836140,4129320,23575500,7.31297,4.06208,0,0,10652,681,80080,71,32999,25381,0,99538,-85690.9,0,-338559,0.00145481725803063,0.998545182741969,0.00843228786171543,0.991567712138285,0.0021469609918355,0.997853039008164
432,1e+05,80303,98913.7,43420,0.0263697,10020,13197,2379.42,1840950,4129320,23575500,7.31297,4.07206,0,0,10389,615,80236,53,32843,25472,0,99538,-86480.8,0,-338559,0.00129082733351047,0.99870917266649,0.00760658495256707,0.992393415047433,0.00161113813229572,0.998388861867704
433,1e+05,80110,98912.5,43544,0.0266263,10250,13304,2290.72,1833890,4129320,23575500,7.31297,4.05628,0,0,10646,534,80044,47,33000,25474,0,99538,-86281.8,0,-338559,0.00124754604764612,0.998752453952354,0.00662711906475713,0.993372880935243,0.00142221684267861,0.998577783157321
434,1e+05,80095,98912.8,43045,0.0261813,10008,13111,1752.82,1834600,4129320,23575500,7.31297,4.05662,0,0,10425,485,80035,42,32782,25434,0,99538,-86324.7,0,-338559,0.00095451156276167,0.999045488437238,0.00602334823646299,0.993976651763537,0.00127955154764806,0.998720448452352
435,1e+05,80369,98910.6,43475,0.0264809,9993,13208,1145.26,1819900,4129320,23575500,7.31297,4.02281,0,0,10411,421,80323,39,32863,25290,0,99538,-85956.8,0,-338559,0.000628902545782964,0.999371097454217,0.00521400970969979,0.9947859902903,0.00118533827730837,0.998814661722692
436,1e+05,80330,98910.6,43504,0.0266324,9905,13110,1244.74,1819980,4129320,23575500,7.31297,4.02319,0,0,10279,351,80289,33,32956,25084,0,99538,-85291.1,0,-338559,0.000683463151285766,0.999316536848714,0.00435267857142857,0.995647321428571,0.00100033344448149,0.998999666555519
437,1e+05,80219,98911.8,43394,0.0265597,10130,13263,1042.43,1832060,4129320,23575500,7.31297,4.04945,0,0,10539,315,80186,25,32899,25098,0,99538,-84757.6,0,-338561,0.000568669804229107,0.999431330195771,0.00391299486962895,0.996087005130371,0.000759324504920423,0.99924067549508
438,1e+05,80103,98912,43060,0.026498,9932,13163,589.802,1833140,4129320,23575500,7.31297,4.05086,0,0,10329,268,80081,23,32652,25091,0,99538,-84961.8,0,-338561,0.000321640625220094,0.99967835937478,0.00333544910328691,0.996664550896713,0.000703902065799541,0.9992960979342
439,1e+05,80144,98910.7,43135,0.0259355,10014,13105,491.153,1823810,4129320,23575500,7.31297,4.03001,0,0,10418,220,80124,11,32749,25054,0,99538,-84983.5,0,-338561,0.000269228026958332,0.999730771973042,0.00273822562979189,0.997261774370208,0.000335775335775336,0.999664224664225
440,1e+05,79998,98909.1,43276,0.0259969,10011,13050,357.778,1806890,4129320,23575500,7.31297,3.99237,0,0,10413,188,79975,13,32785,25114,0,99538,-85256.3,0,-338561,0.000197968427105185,0.999802031572895,0.00234522161096765,0.997654778389032,0.000396365632050735,0.999603634367949
441,1e+05,80155,98908.4,43427,0.0259537,9988,13156,254.939,1806460,4129320,23575500,7.31297,3.99116,0,0,10345,155,80145,11,32972,25079,0,99538,-85122.9,0,-338561,0.000141106377379658,0.99985889362262,0.00193026151930262,0.998069738480697,0.000333505139011006,0.999666494860989
442,1e+05,80254,98908.5,43590,0.0262124,9955,13173,348.657,1806620,4129320,23575500,7.31297,3.99174,0,0,10349,134,80238,6,33095,25024,0,99538,-84819.8,0,-338562,0.000192951326880707,0.999807048673119,0.00166724730005475,0.998332752699945,0.000181263405939398,0.999818736594061
443,1e+05,80189,98909.2,43529,0.0262717,10040,13042,422.53,1813360,4129320,23575500,7.31297,4.00682,0,0,10409,127,80179,6,32989,25068,0,99538,-84872.3,0,-338562,0.000232955160285947,0.999767044839714,0.00158145095011581,0.998418549049884,0.000181845734202152,0.999818154265798
444,1e+05,80133,98908.5,43403,0.0260521,9960,13110,309.01,1809610,4129320,23575500,7.31297,3.99823,0,0,10336,103,80123,12,33023,24981,0,99538,-84754.4,0,-338562,0.000170731396428617,0.999829268603571,0.00128387305860943,0.998716126941391,0.000363251097321023,0.999636748902679
445,1e+05,80268,98907.9,43521,0.0262545,9884,13049,291.096,1800100,4129320,23575500,7.31297,3.97719,0,0,10238,82,80256,4,32920,24842,0,99538,-84259.1,0,-338562,0.000161684869830083,0.99983831513017,0.0010206875949115,0.998979312405089,0.000121491920787268,0.999878508079213
446,1e+05,80303,98908.8,43537,0.0260445,9883,13019,322.551,1811730,4129320,23575500,7.31297,4.00291,0,0,10302,69,80300,6,32923,24885,0,99538,-84488.1,0,-338563,0.000178003115760631,0.999821996884239,0.000858539984322313,0.999141460015678,0.000182210209845425,0.999817789790155
